Target_genes	TCF7L2|Average	SRX094470|293	SRX097074|CD34_Hematopoietic_stem_cells	SRX097075|CD34_Hematopoietic_stem_cells	SRX094469|HCT_116	SRX5486437|HCT_116	SRX5486438|HCT_116	SRX5486439|HCT_116	SRX748421|HCT_116	SRX748422|HCT_116	SRX748423|HCT_116	SRX748424|HCT_116	SRX748427|HCT_116	SRX748428|HCT_116	SRX748429|HCT_116	SRX748430|HCT_116	SRX100941|HeLa	SRX150704|HeLa	SRX094468|Hep_G2	SRX097091|K-562	SRX101163|K-562	SRX367192|LNCAP	SRX100943|MCF-7	SRX250094|MDA-MB-453	SRX250095|MDA-MB-453	SRX100942|PANC-1	SRX097098|U-937	STRING
ATG2A	357.192308	149	0	120	1301	240	236	231	0	0	0	0	131	0	0	0	449	2405	0	0	0	662	965	0	920	1478	0	0
TMEM192	356.961538	293	0	0	1641	730	773	884	0	0	0	0	0	0	0	0	203	1524	0	107	0	266	315	428	1054	1063	0	0
SP8	356.192308	1917	271	311	1801	331	445	540	0	0	0	0	0	0	0	0	0	0	0	1478	1511	656	0	0	0	0	0	0
MAGOH	351.846154	315	0	107	1840	504	319	383	0	0	0	0	0	0	0	0	236	1437	0	0	0	324	413	464	1508	1298	0	0
ANO6	351.384615	497	0	149	1688	209	187	241	0	0	0	0	0	0	0	0	309	1572	0	0	0	341	691	623	972	1657	0	0
SUFU	349.192308	399	0	149	2430	125	191	251	272	0	0	0	0	0	0	0	0	1466	0	0	0	1265	246	0	458	1827	0	0
ACTR1A	349.192308	399	0	149	2430	125	191	251	272	0	0	0	0	0	0	0	0	1466	0	0	0	1265	246	0	458	1827	0	0
TTC38	348.653846	651	0	0	1571	269	553	411	0	0	0	0	0	0	0	0	473	1582	0	0	0	212	149	643	1677	495	379	0
ACP6	348.076923	0	0	0	1652	119	0	95	0	0	0	0	0	0	0	0	1354	3072	0	0	0	229	598	328	787	816	0	0
BMS1	344.192308	115	0	115	1996	627	588	445	190	0	0	0	0	0	0	0	0	1541	0	0	0	988	326	337	622	1059	0	0
SMAD7	341.307692	902	0	0	1713	154	363	232	0	0	0	0	0	0	0	0	504	1830	279	0	221	958	599	0	817	302	0	0
MRTFA	340.000000	235	137	137	2046	435	378	531	0	0	0	0	0	0	0	0	172	1217	0	0	0	455	345	495	1329	928	0	0
C4orf3	339.807692	317	350	294	1610	308	270	349	0	0	0	0	0	0	0	0	262	1872	0	0	0	456	423	337	1096	709	182	0
PALD1	337.307692	0	615	856	2280	498	637	547	457	0	199	166	124	0	145	0	0	200	0	298	247	1226	0	0	0	275	0	0
RABEP2	336.115385	197	0	0	1830	310	421	351	0	0	0	0	0	0	0	0	459	1574	0	0	0	362	619	603	882	1131	0	0
LMLN	335.692308	170	0	0	1647	210	314	362	0	0	0	0	0	0	0	0	367	1617	0	0	0	273	608	324	1157	1679	0	0
IQCG	335.692308	170	0	0	1647	210	314	362	0	0	0	0	0	0	0	0	367	1617	0	0	0	273	608	324	1157	1679	0	0
PCBP1	335.538462	213	0	0	1397	352	437	241	0	0	0	0	0	0	0	0	461	2182	0	0	0	200	709	271	457	1804	0	0
TMEM60	335.000000	289	92	0	1449	247	199	379	166	0	0	0	105	0	88	0	497	2040	0	0	0	418	609	0	734	1398	0	0
PHTF2	335.000000	289	92	0	1449	247	199	379	166	0	0	0	105	0	88	0	497	2040	0	0	0	418	609	0	734	1398	0	0
MT1X	332.384615	474	0	0	1685	497	629	715	0	0	0	0	0	0	0	0	414	1492	0	98	0	483	398	191	737	829	0	0
KDM1A	331.615385	412	220	0	2254	0	0	0	0	0	0	0	0	0	0	0	182	1685	0	183	0	650	179	210	779	1667	201	0
DCLRE1B	330.153846	283	0	0	1714	367	265	281	0	0	0	0	0	0	0	0	234	1293	0	0	0	756	1734	229	921	507	0	0
AP4B1	330.153846	283	0	0	1714	367	265	281	0	0	0	0	0	0	0	0	234	1293	0	0	0	756	1734	229	921	507	0	0
NATD1	327.115385	699	397	429	2131	547	376	570	0	0	0	0	0	0	0	0	0	687	0	120	0	421	391	388	1058	291	0	0
PUM3	326.423077	304	144	153	1380	134	229	207	0	0	0	0	0	0	0	0	317	2353	0	0	0	873	549	0	1186	658	0	0
TMEM177	326.038462	391	0	0	617	0	79	0	0	0	0	0	0	0	0	0	0	118	539	0	0	185	2057	479	1857	2155	0	0
SPC24	325.115385	435	0	0	1452	308	424	306	236	0	0	0	197	0	187	0	306	2038	0	0	0	322	409	0	450	1383	0	0
ATF1	323.807692	293	0	0	1072	405	541	594	350	0	214	151	224	0	216	156	772	1793	0	0	0	230	208	0	370	830	0	0
TMEM33	321.461538	486	0	0	1284	312	374	330	0	0	0	0	0	0	0	0	277	1782	0	0	0	257	601	641	1330	684	0	0
GOSR2	321.384615	370	0	0	1409	71	0	265	0	0	0	0	0	0	0	0	220	1914	0	0	0	541	759	283	1506	1018	0	0
PROSER3	320.346154	449	0	111	1145	469	501	502	0	0	0	0	0	0	0	0	178	1382	0	0	0	605	867	0	669	1451	0	0
NEK2	320.307692	349	0	0	1293	186	245	350	0	0	0	0	106	0	153	0	525	1988	0	0	0	407	394	168	1291	873	0	0
NR1D1	319.923077	253	0	0	687	195	216	302	0	0	0	0	0	0	0	0	563	2424	563	0	145	1176	460	0	437	897	0	0
PCBP2	319.461538	0	0	0	1644	310	324	397	0	0	0	0	0	0	0	0	454	1793	0	0	0	610	337	433	1120	884	0	0
ARID3B	318.769231	317	0	0	1724	121	146	247	0	0	0	0	0	0	0	0	413	2382	0	0	0	375	617	0	709	1237	0	0
FZD9	315.692308	203	130	159	1533	272	392	407	0	0	0	0	0	0	0	0	561	1969	0	0	0	324	849	0	253	1156	0	0
NUDT15	315.500000	378	0	0	1169	363	571	210	0	0	0	0	0	0	0	0	241	2177	0	146	0	185	144	611	1171	649	188	0
SEC22C	314.923077	290	230	260	1340	225	325	301	0	0	0	0	0	0	0	0	314	1214	0	0	0	415	339	272	1559	961	143	0
NKTR	314.923077	290	230	260	1340	225	325	301	0	0	0	0	0	0	0	0	314	1214	0	0	0	415	339	272	1559	961	143	0
CLPX	311.961538	0	0	84	1879	518	672	632	183	0	0	0	0	0	0	0	0	1301	0	0	0	781	221	0	726	1114	0	0
MTR	310.269231	272	0	0	670	276	329	297	0	0	0	0	0	0	0	0	323	2307	0	0	0	241	733	653	1250	716	0	0
SRP54	309.230769	217	0	0	1848	144	143	165	0	0	0	0	118	0	0	0	285	1755	0	0	0	252	807	188	1173	945	0	0
CHST15	304.884615	404	0	0	1842	287	254	255	351	0	150	203	392	0	260	131	107	553	0	0	0	570	770	309	457	632	0	0
NOS1AP	303.269231	317	0	0	636	538	683	513	0	0	0	0	0	0	0	0	391	1679	0	0	0	193	340	267	702	1626	0	0
BBS9	302.269231	203	0	0	1366	275	293	406	0	0	0	0	0	0	0	0	203	1490	0	113	0	368	711	326	1147	958	0	0
HDAC8	301.769231	423	0	183	1084	134	162	224	0	0	0	0	0	0	0	0	484	2184	0	0	0	527	545	0	609	1287	0	0
BAZ2B	300.576923	180	443	414	1250	250	372	322	0	0	0	0	0	0	0	0	254	1078	0	311	0	250	219	482	507	1300	183	0
LRRC58	300.346154	0	0	0	1390	125	300	152	0	0	0	0	102	0	0	0	362	2361	0	0	0	278	716	0	1617	406	0	0
SLC35E2B	299.307692	853	0	0	1481	0	0	123	0	0	0	0	0	0	0	0	574	1623	0	0	0	0	1452	101	306	1269	0	0
PPIH	297.923077	501	0	166	1252	412	374	364	0	0	0	0	0	0	0	0	230	1705	0	0	0	441	233	181	665	1222	0	0
CLASP2	297.038462	191	163	0	1675	175	141	273	0	0	0	0	0	0	0	0	589	1940	0	147	0	242	490	284	717	696	0	0
PGM2L1	296.500000	121	0	0	1254	456	375	385	0	0	0	0	0	0	0	0	351	2078	0	0	0	568	183	234	600	1104	0	0
PYGO1	295.653846	949	133	202	2058	374	329	627	0	0	0	0	0	0	0	0	0	373	0	191	0	248	862	0	0	1341	0	0
PAIP2B	294.730769	289	0	0	1356	330	458	476	366	61	243	0	344	0	183	121	0	0	0	0	0	352	980	0	497	1607	0	0
TOM1L1	294.653846	485	0	0	1355	570	702	703	0	0	0	0	0	0	0	0	0	654	0	0	0	291	902	274	736	989	0	0
SLC35E2A	293.884615	821	0	0	1307	0	0	0	0	0	0	0	0	0	0	0	267	1310	0	0	0	99	1355	102	487	1893	0	0
ATF2	293.846154	205	533	662	1138	172	181	210	0	0	0	0	0	0	0	0	168	814	0	0	0	420	313	566	1290	826	142	0
TFAM	292.307692	287	139	157	1498	302	368	501	0	0	0	0	0	0	0	0	145	1143	0	268	152	297	0	703	962	678	0	0
RBM10	292.307692	314	0	0	1057	400	445	672	451	0	0	0	132	205	0	106	285	1528	0	0	0	665	0	0	164	1176	0	0
NDUFB11	292.307692	314	0	0	1057	400	445	672	451	0	0	0	132	205	0	106	285	1528	0	0	0	665	0	0	164	1176	0	0
REPIN1	290.192308	924	0	0	777	392	556	369	0	0	0	0	0	0	0	0	382	1682	0	82	0	112	478	114	435	1242	0	0
PTP4A1	290.076923	0	0	0	909	315	244	316	351	0	196	257	0	0	0	0	298	1420	361	0	0	2246	0	64	454	111	0	0
ZNF675	290.000000	379	89	0	1497	122	0	101	0	0	0	0	0	0	0	0	352	2186	0	0	0	166	725	189	899	835	0	0
JRKL	289.923077	236	0	0	1888	113	114	0	0	0	0	0	0	0	0	0	160	1855	0	0	0	301	384	273	724	1490	0	0
CCDC82	289.923077	236	0	0	1888	113	114	0	0	0	0	0	0	0	0	0	160	1855	0	0	0	301	384	273	724	1490	0	0
CEP128	289.538462	265	0	133	1497	0	0	0	0	0	0	0	0	0	0	0	174	1651	0	0	0	663	521	104	1438	1082	0	0
SDCBP	289.423077	0	0	0	1182	175	306	185	0	0	0	0	0	0	0	0	208	896	0	0	0	143	339	845	1625	1621	0	0
LGR5	289.230769	811	0	0	1212	0	0	0	0	0	0	0	0	0	0	0	0	2149	727	0	0	0	1655	0	0	966	0	0
SPATA9	288.115385	850	0	0	1650	0	153	0	0	0	0	0	0	0	0	0	257	2106	0	0	0	259	687	0	417	1112	0	0
RHOBTB3	288.115385	850	0	0	1650	0	153	0	0	0	0	0	0	0	0	0	257	2106	0	0	0	259	687	0	417	1112	0	0
CD55	285.807692	0	199	208	889	0	146	0	249	0	0	177	0	0	0	0	353	1960	0	371	0	678	471	265	1119	256	90	0
ZNF829	285.192308	880	363	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1193	296	1698	2453	0	0
ZNF568	285.192308	880	363	532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1193	296	1698	2453	0	0
RCOR3	285.153846	240	0	0	1298	114	228	247	0	0	0	0	0	0	0	0	294	1554	0	119	0	163	108	729	1243	1077	0	0
ZCCHC12	284.153846	1322	114	135	1821	368	554	399	0	0	0	0	0	0	0	0	0	0	0	0	0	337	1489	0	0	849	0	0
UBALD2	283.846154	462	0	0	1400	310	585	452	0	0	0	0	0	0	0	0	236	1017	0	0	0	229	209	0	683	1718	79	0
STXBP4	283.730769	0	995	963	233	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	2020	2671	138	173	0
COX11	283.730769	0	995	963	233	0	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	2020	2671	138	173	0
NDNF	283.538462	811	239	220	1632	501	743	710	0	0	0	0	0	0	0	0	0	0	0	0	0	505	206	304	475	1026	0	0
DENR	283.115385	0	1194	1382	169	0	0	0	0	0	0	0	0	0	0	0	0	153	0	150	0	0	0	1707	2445	0	161	0
RRP1B	280.884615	289	0	0	2322	564	561	529	0	0	0	0	0	0	0	0	0	995	0	0	0	197	436	159	361	890	0	0
HSF2BP	280.884615	289	0	0	2322	564	561	529	0	0	0	0	0	0	0	0	0	995	0	0	0	197	436	159	361	890	0	0
MDM4	280.192308	168	156	225	1355	139	178	172	0	0	0	0	0	0	0	0	285	1694	0	0	0	297	713	466	877	560	0	0
ATOH8	279.884615	648	0	0	1555	211	413	358	0	0	0	0	0	0	0	0	0	439	0	0	0	559	579	603	1293	619	0	0
SPATA12	278.961538	0	0	0	2226	270	95	199	110	0	0	0	0	0	0	0	139	1538	0	0	0	1889	238	0	96	453	0	0
OS9	278.692308	206	0	0	1333	0	193	104	156	0	0	0	0	0	0	0	230	2170	0	0	0	405	583	0	716	1150	0	0
TAGLN2	278.538462	478	0	0	1728	153	224	260	0	0	0	104	0	0	0	0	327	1688	0	0	0	438	394	139	478	831	0	0
INKA2	276.423077	197	204	434	945	314	291	351	0	0	0	0	0	0	0	0	129	1335	0	0	0	390	145	259	1697	496	0	0
DDX20	276.423077	197	204	434	945	314	291	351	0	0	0	0	0	0	0	0	129	1335	0	0	0	390	145	259	1697	496	0	0
CDC5L	276.115385	288	547	696	986	0	144	229	111	0	0	0	0	0	0	0	124	1172	0	0	0	192	255	0	1297	1014	124	0
GPAT4	275.692308	167	140	0	2233	446	576	344	0	0	0	0	0	0	0	0	0	1455	0	0	0	373	300	0	598	432	104	0
CDIPT	274.961538	341	0	102	1755	182	322	363	114	0	0	0	0	0	0	0	187	1072	0	0	0	737	498	72	693	711	0	0
DUSP4	274.692308	429	0	0	2055	193	293	198	0	0	0	0	0	0	0	0	907	1951	0	0	0	163	545	229	179	0	0	0
GABRB2	274.153846	1193	253	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	196	0	3128	0	0	1773	133	0
TLE3	274.038462	1132	0	0	302	277	209	357	208	0	0	129	0	0	0	0	471	1078	195	0	0	448	875	0	327	1117	0	0
FNIP1	273.653846	611	0	0	1745	195	309	258	0	0	0	0	0	0	0	0	187	1188	0	147	0	279	360	226	532	1078	0	0
SNAI2	273.500000	251	0	0	1045	127	212	186	0	0	0	0	0	0	0	0	614	2310	0	0	0	241	1312	210	507	96	0	0
ABHD2	273.230769	333	129	127	1049	227	153	187	247	0	0	184	0	0	201	80	145	1695	0	0	0	631	310	0	431	886	89	0
TBC1D22A	273.076923	224	0	0	2476	118	0	0	0	0	0	0	0	0	0	0	0	539	0	0	0	1253	333	139	520	1498	0	0
HNRNPA3	270.576923	177	0	126	1825	432	432	302	0	0	0	0	0	0	0	0	197	998	0	0	0	0	374	523	831	633	185	0
KMT2D	270.076923	186	0	0	1134	248	303	420	0	0	0	0	0	0	0	0	910	1860	0	0	0	167	821	109	267	597	0	0
SNRPD2	270.000000	144	0	86	1626	0	0	247	0	0	0	0	0	0	0	0	158	1472	0	0	0	261	1077	0	685	1264	0	0
QPCTL	270.000000	144	0	86	1626	0	0	247	0	0	0	0	0	0	0	0	158	1472	0	0	0	261	1077	0	685	1264	0	0
SCARB1	268.153846	0	0	0	809	0	0	0	0	0	0	0	0	0	0	0	190	1789	0	0	0	1027	1004	99	567	1487	0	0
DCP1B	268.153846	261	0	0	2424	321	417	213	0	0	0	0	0	0	0	0	0	425	0	0	0	680	135	355	976	765	0	0
MRPL16	267.384615	276	130	118	1454	165	177	239	0	0	0	0	0	0	0	0	210	1760	0	103	0	426	304	380	640	570	0	0
CCT2	266.769231	215	0	121	1043	244	323	322	0	0	0	0	0	0	0	0	413	1506	0	0	0	262	575	159	574	1179	0	0
STYXL1	266.038462	201	1224	1242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1365	2542	0	343	0
RPS19	265.884615	0	941	1127	657	0	0	0	0	0	0	0	0	0	0	0	0	323	0	0	0	318	0	1111	1981	329	126	0
CPPED1	264.884615	418	0	159	1169	680	1035	1213	0	0	0	0	0	0	0	0	0	491	0	0	0	353	647	0	0	722	0	0
ZNF219	264.807692	317	0	109	1090	414	440	422	0	0	0	0	0	0	0	0	269	1494	0	0	0	179	132	244	841	934	0	0
PSMB7	264.423077	242	0	129	998	290	224	260	184	0	0	0	100	0	143	0	263	1521	0	0	0	516	380	127	873	625	0	0
ZFHX3	264.230769	182	0	0	1144	173	271	244	0	0	0	0	0	0	0	0	370	2513	0	0	0	217	453	356	293	654	0	0
HSD17B12	262.384615	463	284	349	756	247	220	193	0	0	0	0	0	0	0	0	0	0	0	0	0	371	954	407	1221	1357	0	0
RPL37	262.192308	201	0	0	1716	236	171	231	0	0	0	0	0	0	0	0	188	1553	0	0	0	518	122	288	621	848	124	0
OPA3	261.115385	195	204	0	1978	0	145	0	0	0	0	0	0	0	0	0	0	954	0	0	0	378	633	202	934	1166	0	0
POLG	260.576923	485	219	195	1146	125	110	0	172	0	0	0	0	0	0	0	151	1410	0	0	188	165	367	75	529	1289	149	0
RAB12	260.076923	691	435	652	849	402	582	442	0	0	0	0	0	0	0	0	0	430	241	200	311	189	545	0	0	552	241	0
ZNF669	258.769231	0	100	0	1439	0	0	135	0	0	0	0	0	0	0	0	295	1993	0	0	0	482	281	310	1060	633	0	0
CDK13	258.538462	0	0	0	1560	488	557	643	0	0	0	0	0	0	0	0	196	1034	0	0	0	819	178	0	529	718	0	0
ADAT1	258.076923	0	0	101	1764	381	457	494	0	0	0	0	0	0	0	0	0	1012	0	0	0	706	226	232	826	511	0	0
RAP1GDS1	257.769231	356	0	0	1609	235	258	287	0	0	0	0	0	0	0	0	320	1587	0	0	0	171	355	329	637	558	0	0
CLDN2	257.423077	0	140	213	2065	0	0	0	216	0	0	0	0	0	0	0	240	2298	0	0	0	950	0	0	571	0	0	0
SKA3	257.115385	0	1101	1522	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1388	2424	0	92	0
MRPL57	257.115385	0	1101	1522	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1388	2424	0	92	0
EHMT1	257.115385	157	0	0	806	187	257	227	0	0	0	0	0	0	0	0	285	1878	0	0	0	132	547	447	1109	653	0	0
NOP14	255.615385	0	953	1052	545	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	980	2438	202	274	0
GRK4	255.615385	0	953	1052	545	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	980	2438	202	274	0
EXOC5	255.500000	180	100	120	1666	248	247	298	0	0	0	0	0	0	0	0	95	984	0	0	0	719	340	0	957	689	0	0
AP5M1	255.500000	180	100	120	1666	248	247	298	0	0	0	0	0	0	0	0	95	984	0	0	0	719	340	0	957	689	0	0
BUB3	255.423077	108	0	0	1265	371	344	526	167	0	0	145	167	0	122	82	0	1068	0	0	0	702	200	0	337	1037	0	0
SWSAP1	255.153846	191	0	0	1035	362	264	301	0	0	0	0	0	0	0	0	354	1446	0	0	0	223	325	178	1028	927	0	0
LMAN1	255.000000	537	0	0	1584	0	0	0	0	0	0	0	0	0	0	0	715	2704	0	0	0	0	216	126	469	279	0	0
HOXC5	254.923077	1223	0	0	1527	524	801	557	0	0	0	0	0	0	0	0	0	0	0	0	0	410	344	200	715	327	0	0
DCXR	254.846154	171	0	0	1082	244	373	374	0	0	0	0	0	0	0	0	420	1531	0	0	0	459	547	0	522	903	0	0
FAN1	254.807692	77	0	0	890	301	502	404	0	0	0	0	0	0	0	0	157	1685	0	0	0	151	477	497	729	755	0	0
TMEM65	254.653846	0	0	0	1658	394	613	439	0	0	0	0	0	0	0	0	0	1581	0	0	0	0	1004	371	561	0	0	0
MESD	253.269231	647	0	0	1974	224	175	0	0	0	0	0	0	0	0	0	292	2386	0	0	0	212	196	0	180	299	0	0
TRIM52	252.730769	0	0	0	2067	248	224	274	0	0	0	0	0	0	0	0	125	1144	0	0	0	434	525	207	613	710	0	0
MRPS18C	252.500000	0	373	277	1029	323	317	374	0	0	0	0	0	0	0	0	0	863	0	0	0	437	373	0	1618	581	0	0
HELQ	252.500000	0	373	277	1029	323	317	374	0	0	0	0	0	0	0	0	0	863	0	0	0	437	373	0	1618	581	0	0
ELK4	252.115385	700	181	179	940	0	0	0	0	0	0	0	0	0	0	0	505	2199	0	0	0	377	304	185	497	488	0	0
RBM25	252.038462	187	0	111	987	224	348	397	0	0	0	0	0	0	0	0	0	1245	0	0	0	734	160	104	1087	969	0	0
COL18A1	251.307692	531	0	0	1940	498	751	752	0	0	0	0	0	0	0	0	0	0	0	0	0	152	1327	0	86	497	0	0
NFYC	250.884615	193	423	445	1300	0	0	106	0	0	0	0	0	0	0	0	0	923	0	0	0	305	360	194	1387	770	117	0
PANK1	250.192308	276	0	0	1375	344	478	396	0	0	0	0	0	0	0	0	232	1358	0	0	0	135	267	197	347	1100	0	0
CDKN2A	248.884615	238	0	0	1603	264	209	195	0	0	0	0	0	0	0	0	750	2348	0	0	0	240	167	133	324	0	0	0
PUF60	248.692308	0	847	908	650	0	144	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	1181	2280	339	0	0
VPS37B	248.384615	0	0	0	2156	588	545	516	231	0	0	0	0	0	0	0	0	451	0	0	0	309	0	149	282	1231	0	0
MYO1B	247.192308	909	133	197	1916	124	158	152	0	0	0	0	0	0	0	0	176	1331	0	0	0	233	401	0	174	523	0	0
OAZ2	246.153846	0	271	183	1592	319	304	574	0	0	0	0	0	0	0	0	125	750	0	0	0	206	132	542	569	686	147	0
UPF3A	246.076923	227	289	234	1193	0	0	101	0	0	0	0	0	0	0	0	269	1764	0	105	0	237	186	134	856	696	107	0
RHEBL1	244.846154	425	0	0	1372	0	0	171	0	0	0	0	0	0	0	0	125	1700	0	0	0	222	341	156	751	1103	0	0
AGAP11	244.538462	0	101	0	1641	186	325	262	0	0	0	0	0	0	0	0	596	2217	0	0	0	308	0	0	0	722	0	0
SASS6	244.269231	225	149	0	1517	121	135	0	174	0	0	0	0	0	0	0	204	1419	0	0	0	588	268	0	731	820	0	0
TMEM68	244.192308	192	0	0	976	199	154	232	0	0	0	0	0	0	0	0	354	2196	0	0	0	0	452	255	540	799	0	0
TGS1	244.192308	192	0	0	976	199	154	232	0	0	0	0	0	0	0	0	354	2196	0	0	0	0	452	255	540	799	0	0
CCND1	244.192308	701	0	0	871	366	509	581	0	0	0	0	0	0	0	0	320	1018	0	0	0	0	682	0	351	950	0	0
ERGIC2	243.923077	0	837	1106	451	0	0	0	0	0	0	0	0	0	0	0	0	525	0	0	0	280	154	0	2682	158	149	0
TMBIM6	243.000000	339	0	0	749	0	0	332	172	0	0	0	0	0	0	149	265	1576	0	0	0	399	377	0	688	1272	0	0
SERPINB1	242.692308	232	115	137	754	108	111	149	0	0	0	0	0	0	0	0	342	2264	0	0	171	479	427	0	324	697	0	0
DAP	242.538462	0	377	492	1472	0	116	0	0	0	98	0	0	0	0	0	201	1442	0	0	0	369	294	0	523	612	310	0
PEMT	242.000000	455	111	113	1023	144	155	202	0	0	0	0	0	0	0	0	245	1276	0	0	0	225	385	297	815	846	0	0
TINF2	241.500000	172	0	75	563	308	157	252	135	0	0	0	0	0	0	0	616	1921	0	0	0	233	532	105	532	678	0	0
THAP10	241.153846	296	0	0	1065	158	241	187	0	0	0	0	0	0	0	0	546	1949	0	0	0	327	404	0	210	887	0	0
LRRC49	241.153846	296	0	0	1065	158	241	187	0	0	0	0	0	0	0	0	546	1949	0	0	0	327	404	0	210	887	0	0
ZNF570	241.115385	820	257	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1050	262	935	2619	0	0
PRC1	241.038462	0	0	0	1313	0	178	133	0	0	0	0	0	0	0	0	388	1519	0	99	0	171	322	165	914	1065	0	0
SUZ12	240.846154	422	0	0	1325	168	455	364	0	0	0	0	0	0	0	0	313	1218	0	0	0	126	0	178	595	1098	0	0
ERCC6L2	240.115385	0	1091	1585	357	0	0	0	0	0	0	0	0	0	0	0	0	181	0	119	173	0	0	341	2225	0	171	0
SMARCA4	239.884615	228	0	0	757	259	277	275	0	0	0	0	0	0	0	0	239	1449	0	0	0	212	332	496	866	847	0	0
HEXB	239.884615	175	0	0	1111	286	343	320	0	0	0	0	0	0	0	0	152	1190	0	0	0	0	298	406	965	991	0	0
RPS11	239.538462	0	936	952	466	0	0	0	0	0	0	0	0	0	0	0	0	195	0	0	0	0	199	1079	2401	0	0	0
HPS3	239.269231	0	105	123	1329	178	138	168	0	0	0	0	0	0	0	0	0	1568	0	0	0	230	555	153	642	946	86	0
CLK1	239.000000	396	0	0	961	250	335	324	0	0	0	0	0	0	0	0	168	953	0	0	0	161	622	200	687	1157	0	0
XK	237.653846	180	0	0	1815	181	183	132	0	0	0	0	0	0	0	0	260	2099	0	0	0	388	291	0	259	391	0	0
SLC30A1	237.615385	173	0	0	1081	380	521	553	0	0	0	0	0	0	0	0	298	1331	0	185	0	144	157	630	305	420	0	0
TKFC	237.384615	133	0	0	1059	504	663	506	0	0	0	0	84	0	0	0	262	1224	0	0	0	358	251	108	277	743	0	0
DDB1	237.384615	133	0	0	1059	504	663	506	0	0	0	0	84	0	0	0	262	1224	0	0	0	358	251	108	277	743	0	0
PPP1R7	237.269231	201	0	0	1628	289	262	344	0	0	0	0	0	0	0	0	0	742	0	0	0	291	427	0	573	1412	0	0
PASK	237.269231	201	0	0	1628	289	262	344	0	0	0	0	0	0	0	0	0	742	0	0	0	291	427	0	573	1412	0	0
MTLN	236.807692	171	0	0	1544	346	311	305	0	0	0	0	0	0	0	0	189	1066	0	0	0	445	280	210	429	861	0	0
SH3D19	236.230769	335	0	0	1538	150	163	207	366	0	83	280	0	0	279	90	233	584	415	0	0	1007	0	0	193	219	0	0
RNASEH1	235.153846	149	0	96	876	0	0	122	0	0	0	0	0	0	0	0	252	1641	0	0	0	159	483	281	1330	725	0	0
PTGFRN	234.269231	223	173	183	1172	266	311	280	0	0	0	0	0	0	0	0	303	1467	0	0	0	152	635	252	399	275	0	0
ZYG11A	234.076923	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	2075	0	119	0	0	785	410	1432	394	0	0
PRKAR1A	233.846154	122	0	0	2134	467	360	379	0	0	0	0	0	0	0	0	0	238	0	0	0	507	594	339	940	0	0	0
DYNC1I2	233.615385	190	0	0	1503	0	0	0	0	0	0	0	0	0	0	0	148	1801	0	0	0	402	341	86	632	971	0	0
YOD1	233.461538	92	546	624	974	0	0	96	0	0	0	0	0	0	0	0	138	390	0	0	0	191	0	755	2012	252	0	0
TIAL1	233.038462	225	0	0	1736	116	174	215	0	0	0	0	0	0	0	0	188	1296	0	0	0	345	132	0	510	1122	0	0
ARHGAP45	233.038462	722	618	883	227	0	0	0	0	0	0	0	0	0	0	0	175	1576	306	312	576	0	0	0	0	0	664	0
S100A10	232.961538	0	0	0	833	0	0	0	0	0	0	0	0	0	0	0	268	1659	0	0	0	356	2235	0	250	456	0	0
TXNDC17	230.269231	339	0	0	1021	542	514	501	0	0	0	0	0	0	0	0	229	1152	0	0	0	263	281	0	339	806	0	0
KIAA0753	230.269231	339	0	0	1021	542	514	501	0	0	0	0	0	0	0	0	229	1152	0	0	0	263	281	0	339	806	0	0
SLC25A14	230.000000	388	0	0	639	111	0	235	126	0	0	0	0	0	0	0	354	2032	0	0	0	195	268	107	594	931	0	0
PAICS	230.000000	142	0	0	1897	0	239	194	0	0	0	0	0	0	0	0	166	1291	0	0	0	585	549	0	372	545	0	0
FAM204A	229.576923	435	0	177	873	474	633	539	0	0	0	0	102	0	0	0	0	959	0	0	0	505	257	0	348	667	0	0
ZNF106	228.884615	123	198	161	947	248	253	344	0	0	0	0	0	0	0	0	351	1661	0	0	0	334	176	95	499	561	0	0
PSMD5	228.576923	0	812	1002	213	0	0	0	0	0	0	0	0	0	0	0	0	247	0	112	0	0	0	1060	2497	0	0	0
CIAO2A	228.153846	0	0	0	1233	0	0	0	0	0	0	0	0	0	0	0	118	1528	0	0	0	436	528	202	1058	829	0	0
MACIR	227.961538	0	0	0	907	0	102	0	0	0	0	0	0	0	0	0	301	2066	0	135	380	0	456	312	834	434	0	0
AHI1	227.615385	0	0	0	2024	0	117	238	0	0	0	0	0	0	0	0	0	721	0	0	0	360	700	197	804	757	0	0
