Target_genes	ATF3|Average	SRX190245|A549	SRX2207915|CS1AN	SRX2207916|CS1AN	SRX2207917|CS1AN	SRX2207918|CS1AN	SRX1759184|Dermal_fibroblast	SRX1759186|Dermal_fibroblast	SRX109484|GBM1-HAM	SRX100553|GM12878	SRX1384025|HCT_116	SRX1384026|HCT_116	SRX1384029|HCT_116	SRX190213|HCT_116	SRX100548|Hep_G2	SRX100557|hESC_H1	SRX100425|K-562	SRX150471|K-562	STRING
C7orf50	397.647059	130	161	164	0	674	0	0	0	606	521	0	733	298	933	585	1482	473	0
PPEF1	396.529412	2348	0	0	0	0	0	0	777	0	0	0	0	1625	0	0	1991	0	0
VPS37A	395.941176	143	0	215	0	284	0	0	0	514	773	216	898	260	555	751	1646	476	0
CNOT7	395.941176	143	0	215	0	284	0	0	0	514	773	216	898	260	555	751	1646	476	0
RANBP6	395.588235	137	0	98	0	166	0	0	154	932	513	0	569	335	807	1106	1478	430	0
RNMT	395.352941	0	0	130	0	346	0	0	0	911	590	0	316	339	743	735	1983	628	0
FAM210A	395.352941	0	0	130	0	346	0	0	0	911	590	0	316	339	743	735	1983	628	0
MED27	395.176471	76	118	208	0	161	0	0	0	1168	468	138	349	202	958	823	1820	229	0
PRMT5	394.705882	2118	0	0	0	288	0	0	976	0	0	0	0	1655	0	0	1673	0	0
SACM1L	394.588235	2250	0	0	0	459	0	0	418	0	185	0	227	1650	0	0	1519	0	0
ILF2	394.352941	2121	0	0	0	0	0	0	863	0	144	0	0	1927	0	0	1649	0	0
BOD1	393.941176	0	102	232	0	312	0	0	0	1014	223	0	215	119	1405	1368	1507	200	0
HES4	393.764706	183	0	446	0	141	0	651	0	0	1798	0	1140	1069	224	191	757	94	0
OSGEP	393.235294	136	0	120	0	392	0	0	0	1373	236	0	173	166	1181	1291	1141	476	0
APEX1	393.235294	136	0	120	0	392	0	0	0	1373	236	0	173	166	1181	1291	1141	476	0
TIMM13	393.117647	149	0	0	0	166	0	0	0	1059	539	0	419	124	990	1177	1457	603	0
SKA1	392.823529	0	0	512	0	441	0	441	0	0	1382	0	1422	905	322	222	1031	0	0
MIB2	392.058824	0	0	0	0	232	0	0	0	589	960	277	826	283	556	690	1582	670	0
EIF1	391.705882	136	0	544	0	330	0	737	375	0	1214	0	1212	708	246	353	804	0	0
SECISBP2	390.647059	161	0	159	0	699	0	230	503	850	314	0	493	243	808	639	1234	308	0
COMMD8	390.352941	167	0	89	0	397	0	0	0	1297	156	0	0	98	1229	1176	1550	477	0
CNOT1	390.352941	112	0	0	0	214	0	99	93	811	834	252	462	330	927	656	1520	326	0
CDK4	389.941176	138	0	0	0	233	0	0	0	1657	239	0	190	222	1156	1158	1243	393	0
GGCX	389.647059	153	0	161	0	311	0	0	0	726	772	240	583	122	1446	631	1280	199	0
SLC37A3	389.235294	0	0	0	0	312	0	0	0	1158	261	0	125	136	1002	1204	1721	698	0
DCT	388.529412	2318	0	0	0	217	0	0	508	0	0	0	0	1749	0	0	1813	0	0
RABEP1	388.294118	0	0	0	0	287	0	0	0	730	1473	785	1029	278	365	756	898	0	0
GHITM	387.941176	112	0	207	0	282	0	311	0	781	598	0	587	342	571	578	1647	579	0
IFT172	387.411765	165	0	0	0	0	0	0	0	564	1004	325	894	339	437	559	1864	435	0
FBXO31	387.235294	2101	0	158	0	249	0	0	0	471	500	0	0	1551	263	137	1153	0	0
SPHK2	385.529412	135	270	233	0	466	0	0	0	760	579	226	563	130	738	783	1214	457	0
STMN1	384.764706	0	0	79	0	407	0	0	0	1505	165	0	144	91	881	1341	1537	391	0
TTI2	384.588235	670	0	0	0	0	0	0	0	1312	456	101	336	585	1336	1109	633	0	0
RPIA	384.529412	0	0	169	0	465	0	0	0	1101	344	0	278	174	1068	1017	1626	295	0
COQ7	383.588235	0	0	432	0	464	0	307	0	513	668	0	627	501	756	470	1364	419	0
NDUFA10	383.352941	164	0	123	0	314	0	0	0	585	889	106	636	250	1178	494	1229	549	0
ERP29	382.647059	116	0	94	0	392	0	0	0	1191	497	0	453	260	691	1176	1459	176	0
LONP1	382.294118	314	0	177	0	347	0	0	0	1215	607	0	349	313	821	896	1311	149	0
CATSPERD	382.294118	314	0	177	0	347	0	0	0	1215	607	0	349	313	821	896	1311	149	0
MICALL1	382.000000	0	0	386	0	247	0	579	544	0	1787	0	837	1178	0	0	936	0	0
SGO1	381.647059	0	0	0	0	389	0	0	0	1276	156	0	135	141	970	1369	1524	528	0
NARS1	380.705882	94	0	0	0	264	0	337	248	263	1201	0	1549	503	318	635	1060	0	0
CACUL1	380.352941	170	0	84	0	262	0	146	0	940	845	246	300	398	963	704	1166	242	0
TMEM230	379.823529	168	0	70	0	356	0	0	0	1209	358	0	301	242	1343	837	1350	223	0
SLC35B2	379.588235	0	0	204	0	581	0	0	0	1175	110	0	0	0	998	1454	1457	474	0
BCAR3	379.470588	2182	0	232	0	461	0	0	466	0	117	0	0	1498	0	0	1495	0	0
RPL23	379.117647	185	0	0	0	0	0	0	0	1211	448	0	314	218	1049	896	1582	542	0
C8orf37	378.823529	2072	0	0	0	259	0	0	660	0	0	0	0	1655	0	0	1794	0	0
SLC35A4	378.176471	198	0	331	0	411	0	252	212	385	1106	0	853	205	0	179	1748	549	0
APBB3	378.176471	198	0	331	0	411	0	252	212	385	1106	0	853	205	0	179	1748	549	0
SENP5	378.117647	0	0	0	0	333	0	0	0	655	1009	243	1007	153	484	558	1816	170	0
EMC8	378.058824	0	0	153	0	357	0	0	0	965	746	291	530	213	1244	655	1039	234	0
COX4I1	378.058824	0	0	153	0	357	0	0	0	965	746	291	530	213	1244	655	1039	234	0
CCDC124	377.411765	193	0	244	0	170	0	0	0	492	916	132	738	190	478	955	1525	383	0
PIP4P1	377.352941	90	0	0	0	605	0	79	0	1210	445	0	188	129	977	882	1304	506	0
G6PC3	376.647059	306	0	0	0	243	0	0	0	1511	110	0	0	435	989	1177	1310	322	0
COX18	376.529412	91	0	306	0	683	0	251	144	324	902	0	609	531	271	493	1372	424	0
TMEM71	376.294118	0	0	0	0	419	0	179	100	776	776	157	591	136	917	539	1576	231	0
CUTA	376.058824	0	0	0	0	243	0	0	0	1556	176	0	144	113	1253	937	1399	572	0
WDR53	376.000000	123	0	0	0	425	0	0	0	655	701	199	426	209	560	985	1742	367	0
FBXO45	376.000000	123	0	0	0	425	0	0	0	655	701	199	426	209	560	985	1742	367	0
FKTN	375.294118	90	140	264	0	502	0	0	0	971	615	137	436	131	1209	745	913	227	0
ATP9B	375.235294	0	0	89	0	97	0	180	0	448	804	153	720	177	687	1140	1584	300	0
TMEM147	374.352941	0	0	85	0	302	0	0	0	1085	542	126	298	126	940	901	1618	341	0
DUS2	374.176471	277	0	152	0	380	0	0	0	955	468	0	401	492	747	678	1381	430	0
DDX28	374.176471	277	0	152	0	380	0	0	0	955	468	0	401	492	747	678	1381	430	0
RPL8	373.764706	0	0	0	0	151	0	0	0	1066	743	142	508	304	931	591	1503	415	0
KIAA1109	373.764706	79	0	119	0	648	0	0	0	415	772	305	686	271	390	727	1575	367	0
PLEKHH3	372.470588	0	0	263	0	75	0	580	385	318	1019	0	1196	591	431	348	1126	0	0
ZNF292	372.294118	0	0	107	0	210	0	0	0	1334	308	0	246	246	835	1086	1260	697	0
RNPS1	371.705882	106	0	202	0	285	0	0	0	733	659	167	538	242	567	932	1353	535	0
TIA1	371.352941	2067	0	0	0	181	0	0	478	0	0	0	0	1848	0	0	1739	0	0
ZNF26	370.352941	0	0	108	0	276	0	0	0	1056	201	0	246	0	1006	1103	1988	312	0
NAF1	369.705882	0	0	207	0	315	0	0	0	483	1110	172	583	229	449	638	1612	487	0
EPRS1	369.411765	141	0	0	0	152	0	0	0	994	391	112	341	302	878	1042	1545	382	0
TCTE3	368.352941	114	0	150	0	321	0	0	0	566	538	0	491	228	750	559	1848	697	0
TARS1	368.352941	175	0	1172	0	406	0	604	200	0	753	0	1121	454	0	453	831	93	0
ERMARD	368.352941	114	0	150	0	321	0	0	0	566	538	0	491	228	750	559	1848	697	0
ZNF593	368.117647	0	0	538	0	340	0	235	0	233	1157	0	405	626	332	687	1399	306	0
C1orf232	368.117647	0	0	538	0	340	0	235	0	233	1157	0	405	626	332	687	1399	306	0
UBE4A	367.941176	133	0	150	0	200	0	172	0	741	849	0	555	342	827	643	1379	264	0
CENPW	367.941176	0	0	0	0	0	0	0	0	681	578	146	486	272	1061	678	1596	757	0
SUPV3L1	367.235294	198	0	169	0	252	0	0	0	800	696	288	558	228	636	534	1418	466	0
RPL18	366.764706	135	270	233	0	147	0	0	0	760	579	226	563	130	738	783	1214	457	0
RNF141	365.705882	153	0	210	0	388	0	0	0	633	694	219	617	482	523	653	1327	318	0
POLR3E	365.235294	1600	0	284	0	477	0	0	596	116	188	0	0	1482	137	0	1329	0	0
NUP155	365.058824	175	0	126	0	320	0	0	0	772	506	145	760	282	487	565	1556	512	0
MARS1	364.764706	177	89	498	0	244	0	339	431	148	1145	0	1211	507	306	427	679	0	0
ARHGAP9	364.764706	177	89	498	0	244	0	339	431	148	1145	0	1211	507	306	427	679	0	0
BCL6	363.705882	138	0	150	0	0	0	239	210	292	1156	0	1237	1121	303	254	911	172	0
GRN	363.352941	428	0	0	0	191	0	0	0	953	145	0	0	275	1328	1397	1307	153	0
TMEM237	363.294118	0	0	224	0	444	0	0	0	495	471	141	565	221	775	595	1942	303	0
SRSF11	362.764706	133	0	180	0	564	0	0	0	567	619	0	567	274	689	613	1280	681	0
CBX4	361.117647	146	0	276	0	0	0	248	0	0	1183	0	1549	827	547	273	1090	0	0
SNAPC5	360.764706	201	0	400	0	432	0	189	0	451	856	123	576	334	489	353	1138	591	0
E4F1	360.705882	0	0	155	0	371	0	0	0	927	628	148	443	246	614	929	1228	443	0
CHMP4B	360.411765	0	131	227	0	428	0	0	0	860	192	0	89	137	1167	812	1542	542	0
PHF20L1	359.882353	0	0	0	0	419	0	0	0	776	776	157	591	136	917	539	1576	231	0
LAMTOR1	359.882353	121	0	0	0	306	0	0	0	1326	266	0	0	155	853	1324	1445	322	0
POLG	359.764706	1958	0	0	0	353	0	0	477	0	0	0	0	1878	0	0	1450	0	0
PRDX6	359.352941	0	0	63	0	300	0	0	0	1054	213	0	297	0	822	1120	1753	487	0
DPH5	359.352941	0	160	358	0	337	0	0	0	1017	473	255	350	153	1057	744	1027	178	0
UVRAG	359.294118	0	0	0	0	322	0	0	0	1536	143	0	0	136	814	1119	1649	389	0
EED	359.294118	136	85	385	0	260	0	0	0	1103	530	137	264	117	1002	555	1447	87	0
NUDT9	358.823529	144	0	226	0	163	0	0	0	893	647	196	327	218	1080	907	1083	216	0
RRM1	358.294118	84	0	232	0	137	0	0	0	820	641	131	624	301	794	617	1477	233	0
CC2D1B	358.000000	0	0	0	0	406	0	0	0	1156	249	0	67	205	1008	943	1381	671	0
EIF4E	357.823529	0	0	176	0	295	0	261	435	799	872	0	334	266	812	810	795	228	0
VPS50	357.000000	325	0	0	0	0	0	0	0	1320	0	0	0	222	1245	1007	1681	269	0
HEPACAM2	357.000000	325	0	0	0	0	0	0	0	1320	0	0	0	222	1245	1007	1681	269	0
EXOSC9	356.941176	0	134	391	0	464	0	0	0	696	716	0	559	321	588	616	1340	243	0
DFFA	356.529412	0	0	0	0	192	0	0	0	1732	0	0	0	269	977	1065	1594	232	0
MFSD4B	356.294118	263	0	185	0	213	0	0	0	1342	314	0	0	506	844	739	1301	350	0
RPLP2	356.235294	0	0	69	0	220	0	0	0	843	657	194	527	136	683	843	1555	329	0
VPS11	356.117647	192	0	0	0	120	0	0	0	1378	124	0	101	207	993	1301	1319	319	0
SCLT1	355.058824	125	0	469	0	323	0	658	191	0	883	0	769	823	428	526	841	0	0
C4orf33	355.058824	125	0	469	0	323	0	658	191	0	883	0	769	823	428	526	841	0	0
LRRC40	354.470588	133	0	165	0	438	0	0	0	567	619	0	567	274	689	613	1280	681	0
HINT3	354.294118	121	0	230	0	316	0	0	0	155	1000	0	734	365	207	877	1844	174	0
HOXC13	354.235294	0	0	0	0	184	0	0	0	449	157	0	0	152	0	1977	2041	1062	0
B4GAT1	354.000000	2160	0	0	0	288	0	0	291	0	0	0	0	1835	0	0	1444	0	0
KDM4C	353.235294	155	0	0	0	180	0	0	0	1658	172	0	0	160	1029	1356	1091	204	0
EIF3K	352.941176	304	0	0	0	539	0	0	0	1339	356	143	149	122	997	732	1077	242	0
RAB11A	352.647059	2044	0	0	0	282	0	0	565	0	0	0	0	1421	0	0	1683	0	0
CBWD5	352.411765	156	0	391	0	745	0	123	0	404	850	130	575	336	565	451	1051	214	0
N4BP1	352.235294	186	0	251	0	367	0	0	0	473	1023	174	562	263	711	447	1197	334	0
MECR	351.058824	0	0	200	0	395	0	0	0	697	824	119	704	255	539	432	1335	468	0
CDK11A	350.588235	107	110	141	0	493	0	0	0	913	428	69	315	341	433	439	1620	551	0
SLC9B1	350.058824	0	0	280	0	543	0	345	123	371	879	103	890	439	148	377	1235	218	0
PIGU	350.000000	0	0	110	0	518	0	0	0	668	629	193	364	87	948	627	1607	199	0
SIK3	349.941176	0	0	142	0	385	0	0	0	1005	841	0	0	324	646	824	1419	363	0
CTNNBL1	349.882353	0	0	260	0	609	0	0	0	896	434	255	286	118	1591	411	835	253	0
MIEN1	347.882353	89	0	186	0	389	0	0	0	1251	149	0	0	109	1178	818	1447	298	0
PPIG	347.705882	176	0	151	0	172	0	292	102	470	676	0	758	429	705	473	1208	299	0
PPP6R3	347.588235	2099	0	0	0	231	0	0	137	0	248	0	0	1833	0	0	1361	0	0
MED28	347.235294	89	0	0	0	128	0	0	109	1530	164	0	176	267	799	1181	1460	0	0
RNH1	346.411765	0	0	0	0	196	0	0	0	776	771	310	594	183	634	650	1272	503	0
RRP1B	346.117647	0	0	71	0	283	0	0	0	695	624	0	539	95	893	349	1670	665	0
HSF2BP	346.117647	0	0	71	0	283	0	0	0	695	624	0	539	95	893	349	1670	665	0
ZNF268	345.352941	154	0	286	0	101	0	0	0	1050	149	0	195	245	816	1051	1602	222	0
NDUFV1	345.235294	150	0	0	0	254	0	0	0	654	840	234	795	221	449	558	1365	349	0
SRSF2	344.352941	114	0	149	0	319	0	0	0	555	1086	0	461	222	641	602	1492	213	0
MFSD11	344.352941	114	0	149	0	319	0	0	0	555	1086	0	461	222	641	602	1492	213	0
NAT10	344.058824	357	0	71	0	220	0	0	0	744	715	0	448	452	544	515	1183	600	0
EIF4G1	344.058824	0	0	89	0	327	0	0	0	1246	358	0	0	226	1089	855	1396	263	0
TOMM7	343.882353	174	0	92	0	196	0	0	0	1011	463	253	401	335	1217	562	845	297	0
UBAC1	343.764706	0	0	0	0	281	0	0	0	669	818	243	834	72	771	406	1483	267	0
PPP2R3B	343.764706	117	0	154	0	0	0	0	0	0	559	117	508	136	1134	1030	1772	317	0
C16orf70	343.647059	0	0	236	0	318	0	0	0	907	734	275	428	163	1247	458	726	350	0
ZNHIT6	343.294118	110	0	198	0	209	0	0	0	974	546	192	357	202	989	903	931	225	0
CWF19L1	343.294118	378	0	0	0	143	0	0	0	678	665	0	575	459	554	742	1332	310	0
METTL26	342.882353	2201	0	0	0	166	0	0	233	0	0	0	0	1575	0	0	1654	0	0
BET1	342.882353	0	0	0	0	144	0	137	0	838	471	174	453	214	754	625	1354	665	0
TOP3A	342.823529	182	0	0	0	596	0	0	0	1221	0	0	0	285	901	1067	1328	248	0
SMCR8	342.823529	182	0	0	0	596	0	0	0	1221	0	0	0	285	901	1067	1328	248	0
NDUFS7	342.823529	1817	0	148	0	171	0	0	592	0	103	0	0	1699	0	0	1298	0	0
ZFPL1	342.647059	120	0	153	0	299	0	0	0	685	611	183	499	363	510	543	1256	603	0
CDCA5	342.647059	120	0	153	0	299	0	0	0	685	611	183	499	363	510	543	1256	603	0
SPACA9	341.941176	115	0	0	0	261	0	0	0	758	608	175	569	159	751	375	1580	462	0
AK8	341.941176	115	0	0	0	261	0	0	0	758	608	175	569	159	751	375	1580	462	0
RANBP2	341.588235	129	0	86	0	352	0	0	0	432	722	138	641	429	634	479	1342	423	0
PFAS	341.529412	82	0	135	0	101	0	0	0	732	583	158	714	182	609	725	1338	447	0
RBM18	341.411765	85	0	164	0	362	0	0	0	426	722	155	633	225	331	662	1531	508	0
MRRF	341.411765	85	0	164	0	362	0	0	0	426	722	155	633	225	331	662	1531	508	0
NUP188	341.058824	97	0	0	0	467	0	0	0	1282	231	0	0	218	724	1038	1090	651	0
DOLK	341.058824	97	0	0	0	467	0	0	0	1282	231	0	0	218	724	1038	1090	651	0
DNAJC30	341.000000	0	0	167	0	197	0	0	0	513	788	178	792	151	660	437	1416	498	0
BUD23	341.000000	0	0	167	0	197	0	0	0	513	788	178	792	151	660	437	1416	498	0
ZNF839	340.588235	1929	0	107	0	201	0	0	391	0	286	0	152	1326	0	0	1398	0	0
TRPM7	339.470588	101	0	0	0	241	0	0	0	1148	214	0	208	0	825	730	1719	585	0
CBWD3	337.823529	130	0	327	0	717	0	123	0	404	850	0	575	336	565	451	1051	214	0
MIF4GD	337.705882	0	0	93	0	227	0	0	0	417	815	238	892	138	580	521	1497	323	0
THUMPD1	337.058824	157	169	205	0	288	0	0	0	661	468	0	378	278	893	591	1357	285	0
DNAJB12	336.882353	184	0	124	0	207	0	0	0	576	616	110	561	266	524	416	1497	646	0
KMT5C	336.764706	227	0	473	0	110	0	0	292	0	1858	0	820	1135	204	184	422	0	0
TMEM116	336.705882	116	0	94	0	392	0	0	0	1191	223	0	0	206	691	1176	1459	176	0
BRMS1	336.470588	0	0	0	0	147	0	0	0	1013	450	216	511	0	934	650	1334	465	0
KPTN	336.000000	97	126	347	0	288	0	0	0	678	406	0	525	280	591	555	1502	317	0
FNDC3A	335.764706	0	0	172	0	450	0	0	0	1708	0	0	0	0	814	1262	1065	237	0
IDH3B	333.000000	281	0	151	0	184	0	0	0	884	342	0	310	365	1043	497	1420	184	0
THRAP3	332.823529	0	0	214	0	333	0	0	0	917	373	0	183	192	762	947	1361	376	0
SGTA	331.823529	82	0	0	0	271	0	196	0	1389	270	0	212	185	838	728	1034	436	0
ANKRD17	331.705882	95	0	239	0	364	0	0	120	509	672	126	391	345	644	431	1360	343	0
LRRC59	331.058824	199	116	892	0	564	0	0	0	153	962	172	502	625	245	222	851	125	0
IQCC	330.294118	154	0	0	0	211	0	0	0	486	695	139	777	522	322	445	1457	407	0
MAX	330.235294	0	0	143	0	237	0	0	0	1302	294	0	133	208	1139	812	1017	329	0
SNAP29	329.411765	146	0	152	0	467	0	0	0	985	267	0	87	234	627	491	1156	988	0
PI4KA	329.411765	146	0	152	0	467	0	0	0	985	267	0	87	234	627	491	1156	988	0
GID4	329.058824	105	0	179	0	786	0	0	0	777	669	115	427	145	578	749	921	143	0
ATPAF2	329.058824	105	0	179	0	786	0	0	0	777	669	115	427	145	578	749	921	143	0
SMARCC2	328.588235	2070	0	145	0	250	0	0	304	0	0	0	0	1360	0	0	1457	0	0
MED20	326.588235	171	0	442	0	617	0	0	113	596	663	0	415	220	456	331	1403	125	0
BYSL	326.588235	171	0	442	0	617	0	0	113	596	663	0	415	220	456	331	1403	125	0
ATP6V0E1	326.588235	0	0	0	0	342	0	0	0	1129	94	0	102	136	993	983	1336	437	0
PEPD	325.235294	217	0	0	0	659	0	0	0	1187	0	0	0	160	517	946	1718	125	0
TTC1	325.000000	202	0	0	0	0	0	0	112	1096	813	0	437	323	520	519	1091	412	0
PGBD4	324.529412	160	0	134	0	235	0	0	0	592	463	0	437	150	670	551	1303	822	0
EMC7	324.529412	160	0	134	0	235	0	0	0	592	463	0	437	150	670	551	1303	822	0
ATXN3	324.470588	0	0	0	0	355	0	0	0	1060	203	0	0	187	823	1287	1111	490	0
GAN	324.235294	116	0	159	0	337	0	0	0	401	671	0	551	280	685	515	1481	316	0
GOT1	324.176471	119	0	0	0	137	0	592	416	0	1239	0	1329	630	0	367	682	0	0
MAP3K7	324.058824	142	0	0	0	305	0	0	0	708	546	0	611	151	673	658	1446	269	0
MTHFD1L	323.941176	0	0	290	0	307	0	591	0	0	928	0	1403	547	375	267	799	0	0
CBWD6	323.294118	130	0	327	0	717	0	123	0	404	850	0	510	336	440	451	1051	157	0
CCNI	322.529412	208	0	1122	0	655	0	278	104	0	814	0	266	789	96	194	957	0	0
PRRC2C	322.352941	126	0	159	0	278	0	0	0	1008	143	0	0	205	739	840	1660	322	0
PPP4R3A	322.294118	0	0	124	0	303	0	0	0	384	780	135	765	238	503	445	1265	537	0
WDR62	322.000000	175	0	117	0	497	0	132	0	875	582	0	269	252	538	698	1058	281	0
THAP8	322.000000	175	0	117	0	497	0	132	0	875	582	0	269	252	538	698	1058	281	0
MRPS17	321.941176	81	110	146	0	314	0	0	0	520	616	181	615	142	538	384	1333	493	0
TOMM6	321.705882	99	0	318	0	523	0	0	0	888	358	0	290	214	768	457	1169	385	0
RPS8	321.470588	80	0	0	0	147	0	0	0	630	564	144	378	252	689	784	1339	458	0
CCDC107	321.294118	1792	0	190	0	407	0	0	257	0	271	0	0	1416	0	0	1129	0	0
KIF15	321.176471	0	0	239	0	256	0	0	0	663	842	160	729	305	507	434	1117	208	0
KIAA1143	321.176471	0	0	239	0	256	0	0	0	663	842	160	729	305	507	434	1117	208	0
TRIB3	319.647059	0	0	397	0	452	0	221	204	0	708	0	754	691	608	216	1183	0	0
AP5S1	319.058824	0	0	162	0	302	0	0	0	484	1003	115	556	251	824	510	932	285	0
P4HB	318.235294	0	0	287	0	291	0	187	0	616	1167	0	676	509	165	388	873	251	0
PSTK	317.764706	103	0	267	0	288	0	126	0	239	1108	123	805	361	198	485	1299	0	0
MRFAP1L1	317.294118	0	0	198	0	298	0	0	0	753	575	209	495	88	891	651	1038	198	0
ZNF133	317.117647	0	0	189	0	513	0	0	0	588	316	0	353	110	989	783	1259	291	0
KRTAP2-4	317.000000	0	0	142	0	822	0	333	0	0	985	0	976	1209	0	0	922	0	0
GOLGA1	316.882353	181	0	202	0	471	0	0	0	433	546	0	295	509	436	525	1514	275	0
S100A2	316.588235	483	0	700	0	252	0	188	315	0	931	0	361	805	0	128	1219	0	0
RCE1	316.352941	0	0	323	0	335	0	0	0	540	909	0	522	254	614	280	1287	314	0
MZF1	316.000000	88	0	171	0	234	0	0	116	250	947	89	542	150	140	760	1401	484	0
SKAP2	315.705882	127	0	79	0	479	0	0	0	724	372	0	128	97	535	838	1798	190	0
TBRG4	315.588235	168	0	203	0	544	0	0	0	825	237	0	305	229	565	521	1249	519	0
CENPBD1	315.411765	172	0	0	0	434	0	0	0	587	547	0	496	312	939	286	1359	230	0
CLCN3	315.294118	97	0	0	0	422	0	329	355	0	1383	0	738	942	0	0	1094	0	0
SPRTN	315.235294	1352	0	0	0	286	0	0	0	537	423	0	130	1141	312	320	858	0	0
EXOC8	315.235294	1352	0	0	0	286	0	0	0	537	423	0	130	1141	312	320	858	0	0
ABCF2	314.235294	0	0	146	0	240	0	103	0	891	283	0	232	187	779	415	1501	565	0
SPAG9	313.411765	0	0	157	0	627	0	391	181	269	1152	149	379	806	0	0	976	241	0
HOXB7	313.235294	0	0	0	0	225	0	0	0	1829	0	0	0	0	167	1282	1199	623	0
QTRT2	312.941176	0	0	0	0	122	0	0	0	676	785	211	702	217	741	591	1128	147	0
CCDC191	312.941176	0	0	0	0	122	0	0	0	676	785	211	702	217	741	591	1128	147	0
TBL1X	312.705882	839	0	423	0	0	0	248	511	0	593	0	548	691	203	296	964	0	0
CHMP4A	312.647059	0	0	114	0	474	0	0	0	923	508	0	240	202	1125	676	1053	0	0
DPP9	312.529412	1793	0	0	0	246	0	0	320	0	84	0	0	1495	0	0	1375	0	0
RFFL	312.411765	414	0	104	0	0	0	298	406	0	1663	0	767	992	0	85	582	0	0
SLC25A16	312.294118	93	0	0	0	187	0	0	0	606	645	193	652	190	658	330	1448	307	0
MDN1	312.117647	0	0	0	0	273	0	0	0	689	799	265	606	273	446	489	1222	244	0
CRLS1	311.941176	0	0	0	0	467	0	0	0	762	649	247	293	134	1580	523	648	0	0
ELF1	311.823529	1871	0	143	0	186	0	0	0	0	290	0	0	1307	0	0	1504	0	0
MRFAP1	311.235294	0	85	135	0	293	0	0	0	751	486	123	281	176	1027	636	1139	159	0
DDX19A	310.882353	190	0	185	0	234	0	0	0	347	1145	172	451	523	547	279	944	268	0
DAGLB	310.000000	279	0	245	0	232	0	206	287	251	983	0	757	686	259	195	890	0	0
PAK1	309.941176	125	0	99	0	489	0	472	0	0	1421	0	592	872	172	334	693	0	0
N6AMT1	309.647059	639	0	0	0	401	0	0	0	741	423	0	125	660	422	342	1198	313	0
ZNF337	308.176471	115	0	327	0	522	0	121	0	234	671	290	452	167	516	371	1172	281	0
CTDP1	308.176471	0	0	0	0	173	0	0	0	455	525	138	478	120	821	811	1385	333	0
TIGD6	308.000000	236	0	0	0	292	0	0	0	832	367	0	208	454	842	434	1283	288	0
HMGXB3	308.000000	236	0	0	0	292	0	0	0	832	367	0	208	454	842	434	1283	288	0
BIRC2	307.294118	201	0	603	0	435	0	208	0	0	948	0	324	460	190	694	1034	127	0
MAFG	306.000000	0	0	261	0	139	0	0	0	1075	504	0	242	149	747	957	996	132	0
RAD23A	305.941176	286	0	77	0	320	0	93	0	867	362	0	168	370	644	719	1069	226	0
PPP2R5B	305.764706	166	0	273	0	381	0	121	310	0	1374	0	526	759	161	99	1028	0	0
C5orf51	305.647059	131	0	118	0	414	0	0	0	1014	204	0	169	187	697	831	1239	192	0
WDHD1	305.294118	0	0	343	0	835	0	0	0	334	660	180	783	219	324	303	970	239	0
SOCS4	305.294118	0	0	343	0	835	0	0	0	334	660	180	783	219	324	303	970	239	0
NEK2	305.117647	134	0	104	0	243	0	0	0	0	243	0	0	149	984	1167	1753	410	0
ARFGEF2	304.529412	0	0	84	0	619	0	0	0	838	139	0	0	200	956	736	1264	341	0
ZFAND2A	304.411765	0	0	0	0	391	0	0	0	683	319	89	422	109	693	717	1348	404	0
PLEKHG2	304.176471	1379	0	215	0	316	0	0	210	170	599	0	225	828	0	0	1229	0	0
SERF2	303.352941	0	0	215	0	283	0	142	0	760	1009	0	277	148	416	684	1056	167	0
POLR1F	303.294118	144	0	207	0	367	0	0	0	640	448	0	329	296	624	656	1238	207	0
MKS1	303.176471	86	0	114	0	636	0	0	0	341	586	168	512	269	660	487	1067	228	0
LRRC57	303.058824	0	0	613	0	693	0	182	0	479	665	0	357	357	413	262	892	239	0
HAUS2	303.058824	0	0	613	0	693	0	182	0	479	665	0	357	357	413	262	892	239	0
TUBGCP6	303.000000	0	0	0	0	156	0	0	0	627	503	168	591	154	645	743	1063	501	0
CNOT11	303.000000	0	0	152	0	484	0	0	0	666	527	171	328	105	1249	406	866	197	0
ZFAND3	302.941176	0	247	285	0	517	0	268	423	0	699	0	714	737	215	222	823	0	0
CCNT2	302.411765	117	0	87	0	394	0	0	0	532	443	0	286	306	741	674	1314	247	0
RCAN1	302.352941	0	0	0	0	367	0	138	272	917	743	0	268	315	479	358	1152	131	0
TOM1	302.058824	0	0	225	0	358	0	0	0	851	598	0	79	59	865	933	1010	157	0
KCNMA1	301.705882	364	0	243	0	210	0	709	519	0	1756	0	575	573	0	0	180	0	0
UTP15	300.647059	81	0	207	0	424	0	0	0	607	566	144	523	260	269	609	1067	354	0
SF3B5	300.647059	110	0	0	0	205	0	0	0	588	459	0	503	326	584	451	1508	377	0
BOLA1	300.647059	0	0	0	0	309	0	0	0	1832	116	0	0	250	830	1474	300	0	0
ANKRA2	300.647059	81	0	207	0	424	0	0	0	607	566	144	523	260	269	609	1067	354	0
DDIT3	299.882353	0	191	1042	0	190	0	510	0	298	620	0	732	249	0	296	802	168	0
APTX	299.588235	117	0	177	0	380	0	0	0	493	999	0	495	376	395	505	914	242	0
