Target_genes	MYBL2|Average	SRX4680620|A-673	SRX14963950|A549	SRX14963951|A549	SRX040562|HeLa	SRX040563|HeLa	SRX10478355|Hep_G2	SRX10478356|Hep_G2	SRX190332|Hep_G2	SRX734308|HMEC	SRX3322026|K-562	SRX3322027|K-562	SRX5242427|LNCAP	SRX5242428|LNCAP	SRX5242429|LNCAP	SRX5242430|LNCAP	SRX4213900|MCF_10A	SRX4213901|MCF_10A	STRING
MAT2A	275.764706	449	0	0	0	0	853	1073	444	0	524	809	0	0	0	0	279	257	0
RHEB	275.352941	112	0	0	0	0	413	842	158	0	1365	1454	0	0	0	0	0	337	0
EMC9	274.823529	122	0	0	0	0	1174	1420	461	0	673	570	0	0	0	0	0	252	0
CENPW	272.882353	473	0	0	0	0	759	1227	405	0	623	835	0	0	0	0	149	168	0
XKR7	272.764706	0	0	0	0	0	2083	2205	349	0	0	0	0	0	0	0	0	0	0
JADE1	272.764706	251	0	0	0	0	611	889	174	0	956	1359	0	0	0	0	0	397	0
SGO1	272.588235	349	0	0	0	0	551	1066	298	0	1002	1278	0	0	0	0	0	90	0
SHCBP1	270.176471	134	0	0	0	0	1002	1316	272	0	780	989	0	0	0	0	0	100	0
CDKN2C	270.176471	175	0	0	0	0	856	1256	326	0	934	928	0	0	0	0	0	118	0
YEATS4	268.588235	137	0	0	0	0	1044	1561	301	0	543	980	0	0	0	0	0	0	0
TMED5	268.352941	351	0	0	0	0	757	1128	270	0	684	891	0	0	0	0	0	481	0
CCDC18	268.352941	351	0	0	0	0	757	1128	270	0	684	891	0	0	0	0	0	481	0
DCLRE1C	265.588235	218	0	0	0	0	965	1745	399	0	317	871	0	0	0	0	0	0	0
TNPO2	265.058824	509	0	0	0	0	948	1290	317	0	679	628	0	0	0	0	0	135	0
HSP90B1	262.529412	326	0	0	0	0	670	1119	296	0	666	1208	0	0	0	0	0	178	0
LBR	262.176471	245	0	0	0	0	1173	1544	265	0	480	526	0	0	0	0	0	224	0
ZFPL1	261.352941	461	0	0	0	0	1027	1529	323	0	303	800	0	0	0	0	0	0	0
CDCA5	261.352941	461	0	0	0	0	1027	1529	323	0	303	800	0	0	0	0	0	0	0
OPA1	260.235294	725	0	0	0	0	760	1195	585	0	382	524	0	0	0	0	0	253	0
CBX1	259.823529	372	0	0	0	0	990	1573	266	0	598	618	0	0	0	0	0	0	0
RBSN	257.705882	533	0	0	0	0	1084	1658	564	0	228	314	0	0	0	0	0	0	0
PARPBP	257.705882	674	0	0	0	0	765	1131	286	0	533	785	0	0	0	0	89	118	0
NUP37	257.705882	674	0	0	0	0	765	1131	286	0	533	785	0	0	0	0	89	118	0
UCP2	256.705882	167	0	0	0	0	904	1209	259	0	775	1050	0	0	0	0	0	0	0
SRSF2	256.588235	463	0	0	0	0	1056	1435	379	0	345	605	0	0	0	0	0	79	0
MFSD11	256.588235	463	0	0	0	0	1056	1435	379	0	345	605	0	0	0	0	0	79	0
TTC32	256.117647	1047	0	0	0	0	818	1135	471	0	350	533	0	0	0	0	0	0	0
H4C4	254.529412	987	0	0	0	0	211	637	1578	0	292	342	0	0	0	0	97	183	0
RGS3	252.529412	213	162	0	0	0	1432	1834	652	0	0	0	0	0	0	0	0	0	0
DBF4B	252.235294	500	0	0	0	0	911	1209	390	0	641	637	0	0	0	0	0	0	0
ATAD5	252.117647	222	0	0	102	0	1147	1483	439	0	319	449	0	0	0	0	0	125	0
PPIP5K2	251.705882	255	0	0	0	0	730	1202	632	0	748	712	0	0	0	0	0	0	0
GIN1	251.705882	255	0	0	0	0	730	1202	632	0	748	712	0	0	0	0	0	0	0
ATP5F1B	251.000000	587	0	0	0	0	563	1011	455	0	836	815	0	0	0	0	0	0	0
COX20	250.470588	137	0	0	0	0	342	517	166	0	428	594	0	0	0	0	829	1245	0
NSFL1C	250.058824	206	0	0	0	0	268	376	326	0	1391	1684	0	0	0	0	0	0	0
WDR77	249.176471	1050	0	0	132	173	553	1168	244	0	457	459	0	0	0	0	0	0	0
ATP5PB	249.176471	1050	0	0	132	173	553	1168	244	0	457	459	0	0	0	0	0	0	0
RTKN2	248.470588	212	0	0	0	0	1149	1668	476	0	0	266	0	0	0	0	80	373	0
CNTRL	248.294118	151	0	0	0	0	525	1250	241	0	948	938	0	0	0	0	0	168	0
DHX8	245.470588	171	0	0	0	0	978	1611	704	0	353	356	0	0	0	0	0	0	0
TROAP	245.176471	302	0	0	0	0	801	1389	218	0	617	841	0	0	0	0	0	0	0
WDR74	244.647059	1570	0	0	92	0	389	680	917	0	139	216	0	0	156	0	0	0	0
MZT2A	244.235294	81	0	0	0	0	866	1280	488	0	484	953	0	0	0	0	0	0	0
TIMM9	244.176471	200	0	0	0	0	476	1115	593	0	990	630	0	0	0	0	0	147	0
KIAA0586	244.176471	200	0	0	0	0	476	1115	593	0	990	630	0	0	0	0	0	147	0
NDE1	243.411765	374	0	0	0	0	1147	1503	269	0	378	364	0	0	0	0	0	103	0
EEF1AKNMT	242.294118	268	0	0	0	0	630	1121	330	0	864	906	0	0	0	0	0	0	0
RBMX	241.529412	0	0	0	0	0	1004	1366	469	0	634	633	0	0	0	0	0	0	0
LCORL	241.058824	0	0	0	0	0	826	1273	242	0	363	606	0	0	0	0	0	788	0
ASXL1	240.882353	1532	0	0	0	0	539	1042	225	0	300	457	0	0	0	0	0	0	0
GBA	238.764706	711	0	0	0	0	0	226	368	0	838	1435	0	0	0	0	0	481	0
FAM111A	237.294118	364	146	0	0	0	0	113	146	0	1191	1862	0	0	0	0	0	212	0
RCCD1	236.705882	151	0	0	0	0	858	1221	246	0	510	945	0	0	0	0	0	93	0
WDPCP	235.470588	891	0	0	0	0	575	1084	327	0	511	479	0	0	0	0	0	136	0
MDH1	235.470588	891	0	0	0	0	575	1084	327	0	511	479	0	0	0	0	0	136	0
SPDL1	235.352941	532	0	0	0	0	699	1237	230	0	433	616	0	0	0	0	0	254	0
IQSEC3	235.058824	0	0	0	0	0	1758	1908	330	0	0	0	0	0	0	0	0	0	0
TTF2	234.823529	326	0	0	0	0	580	1005	204	0	696	1181	0	0	0	0	0	0	0
CDK12	234.058824	2453	0	0	0	0	365	685	476	0	0	0	0	0	0	0	0	0	0
PNPT1	233.470588	246	0	0	0	0	813	1105	533	0	519	753	0	0	0	0	0	0	0
FUS	233.235294	931	0	0	0	0	580	1219	443	0	228	457	0	0	0	0	0	107	0
H2AZ1	233.176471	544	0	0	0	0	654	960	436	0	498	872	0	0	0	0	0	0	0
KNL1	232.647059	268	0	0	0	0	627	845	1222	0	352	400	0	0	0	0	0	241	0
SLX4IP	230.411765	351	0	0	0	0	388	719	427	0	1223	809	0	0	0	0	0	0	0
ING5	230.000000	230	0	0	0	0	1048	1628	251	0	164	227	0	0	0	0	128	234	0
CYCS	229.352941	555	0	0	0	0	680	1191	519	0	269	606	0	0	0	0	0	79	0
CCP110	229.352941	379	0	0	0	0	977	1365	371	0	434	373	0	0	0	0	0	0	0
PHF1	228.647059	204	0	0	0	0	643	1090	431	0	482	864	0	0	0	0	0	173	0
H1-2	228.470588	927	0	0	0	0	331	922	515	0	230	213	0	0	0	0	225	521	0
CENPM	228.294118	251	0	0	0	0	628	956	190	0	667	987	0	0	0	0	0	202	0
SNRPC	227.411765	815	0	0	0	0	648	983	313	0	425	557	0	0	0	0	0	125	0
CYB5B	226.529412	451	0	0	0	0	698	1017	449	0	520	716	0	0	0	0	0	0	0
SLC39A9	226.294118	573	0	0	0	0	647	817	350	0	827	633	0	0	0	0	0	0	0
ERH	226.294118	573	0	0	0	0	647	817	350	0	827	633	0	0	0	0	0	0	0
MRPL27	226.058824	313	0	0	0	0	933	1358	512	0	295	432	0	0	0	0	0	0	0
EME1	226.058824	313	0	0	0	0	933	1358	512	0	295	432	0	0	0	0	0	0	0
CCNF	225.235294	70	122	0	0	0	880	1255	131	0	601	770	0	0	0	0	0	0	0
HNRNPUL1	224.000000	148	0	0	0	0	544	790	217	0	840	1017	0	0	0	0	0	252	0
RPS7	221.588235	637	0	0	0	0	490	1007	1002	0	184	315	0	0	0	0	132	0	0
STMN1	221.470588	443	0	0	0	0	883	1403	141	0	158	528	0	0	0	0	0	209	0
TBC1D31	221.294118	335	0	0	0	0	901	1299	256	0	227	531	0	0	0	0	0	213	0
ARF6	221.294118	250	0	0	0	0	845	1283	220	0	536	523	0	0	0	0	0	105	0
PLK4	220.882353	216	0	0	0	0	682	1312	346	0	475	616	0	0	0	0	0	108	0
C1orf174	220.588235	191	0	0	0	0	0	121	147	0	1519	1772	0	0	0	0	0	0	0
ILF2	220.470588	336	0	0	0	0	370	688	1376	0	425	553	0	0	0	0	0	0	0
RDM1	220.117647	103	0	0	0	0	748	1206	155	0	615	915	0	0	0	0	0	0	0
FAM110A	220.117647	0	0	188	0	0	1059	1497	365	0	310	323	0	0	0	0	0	0	0
RRM2	218.411765	313	162	176	0	0	676	974	176	0	279	811	0	0	0	0	0	146	0
NMT1	218.411765	659	0	0	0	0	762	1242	320	0	320	410	0	0	0	0	0	0	0
DCAKD	218.411765	659	0	0	0	0	762	1242	320	0	320	410	0	0	0	0	0	0	0
PPM1B	218.352941	238	0	0	0	0	839	1177	540	0	412	506	0	0	0	0	0	0	0
SRSF1	217.117647	315	0	0	0	0	814	1319	362	0	359	418	0	0	0	0	0	104	0
MYEF2	217.117647	785	154	0	0	0	1002	1407	343	0	0	0	0	0	0	0	0	0	0
CTXN2	217.117647	785	154	0	0	0	1002	1407	343	0	0	0	0	0	0	0	0	0	0
INTS12	216.470588	434	0	0	0	0	644	1104	812	0	199	238	0	0	0	0	80	169	0
GSTCD	216.470588	434	0	0	0	0	644	1104	812	0	199	238	0	0	0	0	80	169	0
H4C15	215.882353	975	0	0	0	0	367	583	1127	0	0	137	0	0	0	0	159	322	0
H4C14	215.882353	975	0	0	0	0	367	583	1127	0	0	137	0	0	0	0	159	322	0
CBLL1	215.058824	252	0	0	0	0	597	831	411	0	593	691	0	0	0	0	78	203	0
CEP85	215.000000	333	0	0	0	0	640	1034	333	0	406	565	0	0	0	0	0	344	0
VPS29	214.647059	260	0	0	0	0	791	1214	390	0	391	603	0	0	0	0	0	0	0
RAD9B	214.647059	260	0	0	0	0	791	1214	390	0	391	603	0	0	0	0	0	0	0
TMEM138	214.294118	319	0	0	0	0	953	1361	427	0	228	355	0	0	0	0	0	0	0
CYB561A3	214.294118	319	0	0	0	0	953	1361	427	0	228	355	0	0	0	0	0	0	0
CTCF	214.294118	262	0	0	0	0	1437	1465	267	0	0	212	0	0	0	0	0	0	0
CCDC88A	214.235294	189	0	0	0	0	720	1071	510	0	329	456	0	0	0	0	0	367	0
RAD54L	213.764706	473	0	0	0	0	855	1390	293	0	155	468	0	0	0	0	0	0	0
ZWINT	212.235294	229	0	0	0	0	690	1211	357	0	549	572	0	0	0	0	0	0	0
ATF2	209.823529	884	0	0	0	0	427	586	302	0	452	763	0	0	0	0	0	153	0
CAND1	209.647059	1283	0	0	0	0	402	846	262	0	397	374	0	0	0	0	0	0	0
ZNF232	206.294118	369	0	0	0	0	1108	1575	455	0	0	0	0	0	0	0	0	0	0
CEP43	206.000000	210	0	0	0	0	778	958	402	0	388	574	0	0	0	0	0	192	0
AKAP11	205.411765	831	0	0	0	0	479	1308	340	0	184	350	0	0	0	0	0	0	0
TDP1	204.235294	130	0	0	0	0	1008	1370	252	0	251	236	0	0	0	0	0	225	0
CLASP1	204.235294	379	0	0	0	0	893	1306	428	0	216	250	0	0	0	0	0	0	0
ASH2L	204.117647	601	0	0	0	0	987	1164	365	0	128	225	0	0	0	0	0	0	0
UBB	203.941176	1141	0	88	0	0	461	632	318	0	280	547	0	0	0	0	0	0	0
MELK	201.823529	288	0	0	0	0	1186	1740	217	0	0	0	0	0	0	0	0	0	0
AMD1	201.647059	538	0	0	0	0	870	1389	476	0	0	0	0	0	0	0	70	85	0
DDX39A	201.352941	129	0	0	0	0	536	801	318	0	708	713	0	0	0	0	0	218	0
MYO9B	200.882353	209	0	0	0	0	619	1100	423	0	385	679	0	0	0	0	0	0	0
HAUS8	200.882353	209	0	0	0	0	619	1100	423	0	385	679	0	0	0	0	0	0	0
CSTF3	200.529412	255	0	0	0	0	747	1155	324	0	402	526	0	0	0	0	0	0	0
DNA2	200.058824	169	0	0	0	0	365	628	277	0	710	1145	0	0	0	0	0	107	0
PRMT5	199.470588	155	0	0	0	0	539	1037	1427	0	88	145	0	0	0	0	0	0	0
CEP55	199.294118	239	0	0	0	0	932	1367	299	0	190	220	0	0	0	0	0	141	0
ACSM3	199.117647	0	0	0	0	0	100	223	149	0	1624	1289	0	0	0	0	0	0	0
CCDC34	198.941176	548	0	0	0	0	607	1179	279	0	0	282	0	0	0	0	271	216	0
PUM3	198.882353	623	0	0	0	0	618	1027	354	0	248	334	0	0	0	0	0	177	0
POT1	198.764706	166	0	0	0	0	521	828	431	0	556	793	0	0	0	0	0	84	0
E2F3	198.470588	416	0	0	0	0	878	1288	277	0	194	321	0	0	0	0	0	0	0
USP1	198.000000	298	0	0	0	0	702	1147	374	0	246	413	0	0	0	0	0	186	0
HNRNPA1	198.000000	234	0	0	148	0	383	848	271	0	688	666	0	0	0	0	0	128	0
CBX5	198.000000	234	0	0	148	0	383	848	271	0	688	666	0	0	0	0	0	128	0
TOR1A	196.529412	161	0	0	0	0	873	1425	344	0	199	339	0	0	0	0	0	0	0
POU2F1	196.058824	244	0	0	0	0	628	1108	171	0	371	667	0	0	0	0	0	144	0
EFCAB11	195.411765	205	0	0	0	0	1008	1370	252	0	251	236	0	0	0	0	0	0	0
LDLR	195.294118	272	0	0	90	0	701	1033	407	0	422	395	0	0	0	0	0	0	0
DIAPH3	194.941176	277	0	0	0	0	707	1349	196	0	181	430	0	0	0	0	0	174	0
BORCS7	193.529412	451	0	0	0	0	661	878	273	0	479	548	0	0	0	0	0	0	0
ZNF268	192.705882	336	0	0	0	0	224	965	394	0	625	732	0	0	0	0	0	0	0
ZKSCAN5	192.058824	258	0	0	0	0	493	847	295	0	626	746	0	0	0	0	0	0	0
ZGRF1	191.000000	283	0	0	0	0	602	825	290	0	502	603	0	0	0	0	0	142	0
LARP7	191.000000	283	0	0	0	0	602	825	290	0	502	603	0	0	0	0	0	142	0
PCNA	190.000000	281	0	0	0	0	931	1307	355	0	0	251	0	0	0	0	0	105	0
TCERG1	189.470588	337	0	0	0	0	411	874	346	0	658	595	0	0	0	0	0	0	0
SYNGR4	188.764706	206	0	0	0	0	689	1170	342	0	285	517	0	0	0	0	0	0	0
HNRNPH1	188.705882	519	0	0	0	0	429	787	162	0	378	470	0	0	0	0	192	271	0
FANCD2	188.000000	693	0	0	0	0	503	1130	356	0	195	319	0	0	0	0	0	0	0
TRMT2A	187.705882	471	0	0	0	0	709	1240	267	0	149	355	0	0	0	0	0	0	0
RANBP1	187.705882	471	0	0	0	0	709	1240	267	0	149	355	0	0	0	0	0	0	0
FAM76B	187.529412	192	0	0	0	0	591	1305	279	0	329	492	0	0	0	0	0	0	0
CEP57	187.529412	192	0	0	0	0	591	1305	279	0	329	492	0	0	0	0	0	0	0
DZIP3	187.058824	464	0	0	0	0	735	1015	318	0	143	333	0	0	0	0	0	172	0
CIP2A	187.058824	464	0	0	0	0	735	1015	318	0	143	333	0	0	0	0	0	172	0
ZNF785	186.647059	463	0	0	0	0	0	0	0	0	1095	1615	0	0	0	0	0	0	0
POLR1H	186.647059	298	0	0	0	0	591	1048	492	0	240	298	0	0	0	0	0	206	0
KATNA1	186.411765	0	0	0	0	0	850	1262	559	0	225	273	0	0	0	0	0	0	0
TMBIM6	186.117647	600	0	0	0	0	207	349	214	0	838	956	0	0	0	0	0	0	0
RAPGEF6	185.764706	245	0	0	0	0	625	839	345	0	443	421	0	0	0	0	70	170	0
NFYC	185.764706	298	0	0	0	0	499	631	202	0	798	730	0	0	0	0	0	0	0
H4C5	185.588235	791	0	0	0	0	235	434	1290	0	0	0	0	0	0	0	203	202	0
SCLT1	185.176471	94	0	0	0	0	565	894	256	0	447	698	0	0	0	0	0	194	0
C4orf33	185.176471	94	0	0	0	0	565	894	256	0	447	698	0	0	0	0	0	194	0
IPO4	184.705882	174	0	0	0	0	835	1108	860	0	0	0	0	0	0	0	0	163	0
MRPS18B	184.117647	453	0	0	0	0	403	837	235	0	386	433	0	0	0	0	189	194	0
PSMD14	183.882353	285	0	0	0	0	440	833	339	0	433	685	0	0	0	0	0	111	0
PEX3	183.764706	162	0	0	0	0	639	1200	701	0	0	274	0	0	0	0	0	148	0
ADAT2	183.764706	162	0	0	0	0	639	1200	701	0	0	274	0	0	0	0	0	148	0
CEP350	183.470588	787	0	0	0	0	424	710	344	0	320	439	0	0	0	0	0	95	0
SIRT4	183.000000	1385	0	0	100	0	196	431	857	0	0	142	0	0	0	0	0	0	0
H4C8	182.764706	1151	0	0	0	0	288	379	878	0	144	188	0	0	0	0	79	0	0
INTS7	182.294118	133	0	0	0	0	372	676	263	0	713	806	0	0	0	0	0	136	0
DTL	182.294118	133	0	0	0	0	372	676	263	0	713	806	0	0	0	0	0	136	0
MAMSTR	182.176471	286	0	0	0	0	760	1309	249	0	192	301	0	0	0	0	0	0	0
CARD8	182.117647	190	0	0	0	0	773	1168	274	0	357	334	0	0	0	0	0	0	0
CCDC174	181.352941	612	0	0	66	0	254	468	487	0	578	618	0	0	0	0	0	0	0
SCRIB	181.294118	1636	0	0	0	0	79	210	227	0	0	0	0	0	0	0	411	519	0
ERCC6L2	181.176471	1954	0	0	0	0	222	491	313	0	0	0	0	0	0	0	0	100	0
EEF1AKMT2	180.941176	276	0	0	0	0	607	1008	325	0	149	403	0	0	0	0	0	308	0
ATF6	180.470588	597	0	0	209	0	329	588	324	0	535	486	0	0	0	0	0	0	0
NRDC	180.411765	152	0	0	0	0	451	636	284	0	714	830	0	0	0	0	0	0	0
CNTROB	180.352941	247	0	0	0	0	587	944	333	0	349	606	0	0	0	0	0	0	0
POLQ	180.058824	290	0	0	0	0	761	1237	303	0	180	290	0	0	0	0	0	0	0
KRR1	180.058824	397	0	0	0	0	531	870	539	0	253	340	0	0	0	0	0	131	0
SCNM1	180.000000	1923	0	0	0	0	271	530	336	0	0	0	0	0	0	0	0	0	0
LYSMD1	180.000000	1923	0	0	0	0	271	530	336	0	0	0	0	0	0	0	0	0	0
KBTBD6	179.705882	1886	0	0	0	0	343	599	227	0	0	0	0	0	0	0	0	0	0
PSPC1	179.647059	211	0	0	0	0	457	612	308	0	496	499	0	0	0	0	0	471	0
SMG5	179.470588	1662	0	0	0	0	233	507	403	0	105	141	0	0	0	0	0	0	0
ZCCHC8	179.235294	344	0	0	0	0	697	1115	332	0	194	365	0	0	0	0	0	0	0
SPATC1L	178.647059	1470	0	0	0	0	0	172	186	0	162	268	207	243	175	154	0	0	0
NDUFAF5	178.176471	913	0	0	0	0	641	855	620	0	0	0	0	0	0	0	0	0	0
ESF1	178.176471	913	0	0	0	0	641	855	620	0	0	0	0	0	0	0	0	0	0
PCBD2	178.117647	186	0	0	0	0	166	771	233	0	502	942	0	0	0	0	107	121	0
GTF2A1	178.058824	128	0	0	0	0	483	856	262	0	493	688	0	0	0	0	0	117	0
KAT7	177.941176	459	0	0	0	0	379	868	340	0	417	562	0	0	0	0	0	0	0
SPA17	177.588235	391	0	0	0	0	552	1286	293	0	359	0	0	0	0	0	0	138	0
SIAE	177.588235	391	0	0	0	0	552	1286	293	0	359	0	0	0	0	0	0	138	0
MED23	176.705882	203	0	0	0	0	525	992	859	0	0	205	0	0	0	0	102	118	0
H3C3	176.529412	0	0	0	0	0	887	1366	596	0	0	0	0	0	0	0	0	152	0
NFIA	176.470588	200	0	0	132	0	320	617	202	0	790	659	0	0	0	0	0	80	0
ODF2	176.411765	174	0	0	0	0	594	1224	210	0	252	545	0	0	0	0	0	0	0
DGCR8	176.058824	638	0	0	0	0	738	1023	225	0	182	187	0	0	0	0	0	0	0
SMG8	175.764706	272	0	0	0	0	548	912	674	0	264	318	0	0	0	0	0	0	0
H2BC21	175.764706	673	0	0	0	0	373	660	578	0	101	138	0	0	0	0	150	315	0
TENT2	175.411765	159	0	0	0	0	378	764	169	0	762	533	0	0	0	0	0	217	0
ZSCAN16	175.294118	202	0	0	0	0	839	1317	395	0	0	0	0	0	0	0	80	147	0
H2BC13	175.294118	306	0	0	0	0	479	923	460	0	290	414	0	0	0	0	0	108	0
H2AC13	175.294118	306	0	0	0	0	479	923	460	0	290	414	0	0	0	0	0	108	0
VKORC1	175.058824	310	0	0	0	0	613	1243	279	0	178	353	0	0	0	0	0	0	0
PHF12	174.823529	2128	0	0	0	0	262	242	239	0	0	101	0	0	0	0	0	0	0
MARCHF7	174.588235	752	0	0	0	0	444	801	504	0	82	294	0	0	0	0	0	91	0
TUT1	173.941176	327	0	0	0	0	518	1003	485	0	200	327	0	0	0	0	97	0	0
PC	173.882353	107	0	0	0	0	510	888	410	0	366	675	0	0	0	0	0	0	0
MRPS18C	173.764706	330	0	0	0	0	656	901	457	0	196	275	0	0	0	0	0	139	0
HELQ	173.764706	330	0	0	0	0	656	901	457	0	196	275	0	0	0	0	0	139	0
SUN2	172.588235	0	0	0	0	0	855	1267	159	0	153	500	0	0	0	0	0	0	0
TMEM140	172.529412	0	0	0	0	0	161	557	235	0	1068	912	0	0	0	0	0	0	0
PABPN1	172.000000	358	0	0	0	0	553	791	510	0	120	195	0	0	0	0	171	226	0
ITGB3BP	171.235294	306	0	0	0	0	461	803	354	0	308	679	0	0	0	0	0	0	0
EFCAB7	171.235294	306	0	0	0	0	461	803	354	0	308	679	0	0	0	0	0	0	0
STAT1	171.176471	152	0	0	0	0	987	1313	458	0	0	0	0	0	0	0	0	0	0
HHIPL1	170.941176	67	0	117	0	0	636	954	116	0	456	386	0	0	0	0	0	174	0
COX7A2	170.941176	206	0	0	0	0	475	871	563	0	315	355	0	0	0	0	0	121	0
CCDC85C	170.941176	67	0	117	0	0	636	954	116	0	456	386	0	0	0	0	0	174	0
RFWD3	170.411765	236	0	0	0	0	447	865	264	0	536	549	0	0	0	0	0	0	0
CLPB	170.117647	2206	0	0	0	0	162	262	165	0	97	0	0	0	0	0	0	0	0
ANAPC11	169.705882	138	0	0	0	0	806	1303	433	0	0	205	0	0	0	0	0	0	0
ALYREF	169.705882	138	0	0	0	0	806	1303	433	0	0	205	0	0	0	0	0	0	0
PHACTR4	169.588235	264	0	0	0	0	741	1260	311	0	110	197	0	0	0	0	0	0	0
POLR2M	169.529412	627	0	0	0	0	363	767	265	0	379	348	0	0	0	0	0	133	0
CDC25B	169.411765	76	0	0	0	0	915	1418	160	0	135	176	0	0	0	0	0	0	0
ZNF850	169.352941	852	0	0	0	0	334	914	0	0	358	421	0	0	0	0	0	0	0
SNRPB	169.352941	712	0	0	0	0	451	713	509	0	0	146	0	0	0	0	185	163	0
ESCO2	168.294118	349	0	0	0	0	565	982	224	0	335	406	0	0	0	0	0	0	0
COMMD4	167.764706	406	0	0	0	0	743	1003	291	0	195	214	0	0	0	0	0	0	0
ZBTB40	167.588235	1506	0	0	0	0	412	630	301	0	0	0	0	0	0	0	0	0	0
VPS26B	167.588235	240	0	0	0	0	679	1131	158	0	242	399	0	0	0	0	0	0	0
NCAPD3	167.588235	240	0	0	0	0	679	1131	158	0	242	399	0	0	0	0	0	0	0
C12orf57	167.470588	1486	0	0	0	0	144	518	699	0	0	0	0	0	0	0	0	0	0
FBXO34	167.294118	0	0	0	0	0	617	999	361	0	336	362	0	0	0	0	0	169	0
TSSC4	166.647059	604	0	0	0	0	439	739	327	0	198	237	0	0	0	0	153	136	0
C1orf74	166.235294	712	0	0	0	0	116	110	94	0	0	111	0	0	0	0	1060	623	0
TMEM60	166.000000	113	0	0	0	0	413	826	218	0	597	554	0	0	0	0	101	0	0
PHTF2	166.000000	113	0	0	0	0	413	826	218	0	597	554	0	0	0	0	101	0	0
PPP1R35	165.941176	143	0	0	0	0	624	881	244	0	453	281	0	0	0	0	86	109	0
ZNF24	165.764706	503	0	0	0	0	698	1015	296	0	135	171	0	0	0	0	0	0	0
SULT6B1	165.705882	112	0	0	0	0	409	758	443	0	486	609	0	0	0	0	0	0	0
CEBPZOS	165.705882	112	0	0	0	0	409	758	443	0	486	609	0	0	0	0	0	0	0
FAM122C	165.470588	0	0	0	0	0	622	1363	172	0	232	424	0	0	0	0	0	0	0
FAM122B	165.470588	0	0	0	0	0	622	1363	172	0	232	424	0	0	0	0	0	0	0
PIP4P1	164.705882	177	0	0	0	0	596	987	353	0	305	382	0	0	0	0	0	0	0
TEX14	163.941176	453	0	0	0	0	445	980	260	0	167	482	0	0	0	0	0	0	0
RAD51C	163.941176	453	0	0	0	0	445	980	260	0	167	482	0	0	0	0	0	0	0
LSM5	163.823529	309	0	0	0	0	851	1003	322	0	154	146	0	0	0	0	0	0	0
RAD51AP1	163.294118	236	0	0	0	0	559	1098	210	0	214	459	0	0	0	0	0	0	0
C12orf4	163.294118	236	0	0	0	0	559	1098	210	0	214	459	0	0	0	0	0	0	0
NME1-NME2	162.647059	293	0	0	0	0	510	789	819	0	0	354	0	0	0	0	0	0	0
NME1	162.647059	293	0	0	0	0	510	789	819	0	0	354	0	0	0	0	0	0	0
DENR	162.529412	2028	0	0	0	0	172	305	258	0	0	0	0	0	0	0	0	0	0
NUP42	162.294118	207	0	0	0	0	557	796	267	0	328	604	0	0	0	0	0	0	0
UCKL1	162.117647	1555	0	0	0	0	277	390	223	0	0	0	0	0	0	0	199	112	0
FNBP4	162.000000	360	0	0	0	0	566	878	274	0	297	379	0	0	0	0	0	0	0
RPLP0	161.941176	466	0	0	0	0	494	703	249	0	378	394	0	0	0	0	69	0	0
SNRPD1	161.882353	297	0	0	0	0	400	751	260	0	259	635	0	0	0	0	0	150	0
SAYSD1	161.764706	110	0	0	0	0	294	600	260	0	732	617	0	0	0	0	0	137	0
CWC25	161.705882	597	0	0	0	0	696	690	485	0	144	137	0	0	0	0	0	0	0
CNIH4	161.647059	322	0	0	0	0	635	1109	177	0	216	195	0	0	0	0	0	94	0
BLM	161.647059	211	0	0	0	0	871	1163	258	0	0	245	0	0	0	0	0	0	0
RASSF1	161.529412	0	0	0	0	0	683	1107	199	0	191	397	0	0	0	0	0	169	0
POLDIP3	161.294118	1300	0	0	0	0	181	344	810	0	0	107	0	0	0	0	0	0	0
PPIG	161.176471	253	0	0	0	0	397	512	366	0	390	822	0	0	0	0	0	0	0
TAF5	160.882353	530	0	0	0	0	588	798	417	0	131	271	0	0	0	0	0	0	0
PSMG2	160.764706	581	0	0	0	0	523	795	244	0	207	383	0	0	0	0	0	0	0
CEP76	160.764706	581	0	0	0	0	523	795	244	0	207	383	0	0	0	0	0	0	0
RBM14-RBM4	160.705882	303	0	0	0	0	470	853	195	0	395	516	0	0	0	0	0	0	0
RBM14	160.705882	303	0	0	0	0	470	853	195	0	395	516	0	0	0	0	0	0	0
PRDX1	160.588235	1702	0	0	0	0	241	417	370	0	0	0	0	0	0	0	0	0	0
ZNF280C	160.352941	0	0	0	0	0	541	598	361	0	564	548	0	0	0	0	0	114	0
CCNT1	160.235294	533	0	0	0	0	274	774	296	0	443	404	0	0	0	0	0	0	0
SS18	160.058824	192	0	0	0	0	658	1025	130	0	297	419	0	0	0	0	0	0	0
EIF2AK3	159.941176	229	0	0	0	0	448	925	307	0	391	419	0	0	0	0	0	0	0
SF3B6	159.705882	483	0	0	0	0	406	835	722	0	0	0	0	0	0	0	97	172	0
FAM228B	159.705882	483	0	0	0	0	406	835	722	0	0	0	0	0	0	0	97	172	0
ALG8	159.705882	315	0	0	0	0	555	1198	215	0	161	271	0	0	0	0	0	0	0
CSTF2T	159.529412	201	0	0	0	0	198	333	176	0	840	964	0	0	0	0	0	0	0
