Target_genes	KLF4|Average	SRX130062|BJ	SRX5360641|BJ	SRX5360642|BJ	SRX5360649|BJ	SRX5360650|BJ	SRX5360661|BJ	SRX5360662|BJ	SRX2732458|Glioblastoma	SRX2732459|Glioblastoma	SRX2732460|Glioblastoma	SRX5763015|HAP1	SRX011573|hESC_H1	SRX3288568|hESC_H9	SRX3288569|hESC_H9	SRX5763013|hESC_WIBR3	SRX1813594|iPS_cells	SRX1813595|iPS_cells	SRX512371|iPS_cells	SRX543181|Keratinocytes	SRX194578|MCF-7	SRX1813588|MRC-5	SRX1813589|MRC-5	SRX1813590|MRC-5	SRX1813591|MRC-5	SRX1813592|MRC-5	SRX1813593|MRC-5	SRX2732212|MRC-5	SRX2732213|MRC-5	SRX1389376|PDAC	STRING
STK40	72.551724	0	0	0	158	96	215	93	0	0	111	0	0	0	0	0	0	0	0	910	0	0	0	0	0	0	0	0	0	521	0
INKA2	72.482759	0	0	0	320	391	358	76	0	0	0	176	0	0	0	0	0	0	0	504	98	0	0	0	0	0	0	0	0	179	0
SLC25A45	72.448276	135	0	0	294	158	371	125	0	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	814	0
PIF1	72.413793	125	0	0	124	307	297	0	0	0	0	225	0	0	0	0	0	0	0	379	166	0	0	0	0	0	0	0	0	477	0
HNRNPD	72.310345	0	0	0	292	393	611	0	0	0	0	150	0	0	86	0	0	0	162	155	0	0	0	0	0	0	0	0	0	248	0
RGPD2	72.103448	859	0	0	0	0	0	0	175	0	0	280	0	0	0	0	0	0	0	557	0	0	0	0	0	0	0	0	0	220	0
RGPD1	72.103448	859	0	0	0	0	0	0	175	0	0	280	0	0	0	0	0	0	0	557	0	0	0	0	0	0	0	0	0	220	0
TMEM242	71.965517	136	0	0	301	428	538	133	0	0	0	93	0	0	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	171	0
UBC	71.896552	0	0	0	148	78	183	0	0	0	182	277	0	125	131	0	0	0	228	160	285	0	0	0	0	0	0	0	0	288	0
ARHGAP32	71.758621	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	772	0	0	0	0	0	0	0	0	0	1153	0
TMEM126B	71.724138	266	0	0	235	374	534	135	0	0	0	59	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	167	0
DLG2	71.724138	266	0	0	235	374	534	135	0	0	0	59	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	167	0
CEP164	71.689655	96	0	0	318	354	408	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	609	0
GNAI3	71.620690	0	0	0	265	303	171	195	0	0	88	0	0	0	0	0	0	0	0	634	142	0	0	0	0	0	0	0	0	279	0
STARD9	71.482759	83	0	0	489	511	554	108	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	229	0
CERS5	71.482759	204	0	0	352	468	620	105	0	0	0	88	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0	0	0
PAFAH2	71.448276	192	0	0	144	316	374	0	0	0	0	167	0	118	218	0	0	0	0	425	0	0	0	0	0	0	0	0	0	118	0
TOB2	71.068966	209	0	0	342	333	650	0	0	0	0	0	0	0	0	0	0	0	171	356	0	0	0	0	0	0	0	0	0	0	0
DDX20	70.965517	0	0	0	320	391	358	76	0	0	0	176	0	0	0	0	0	0	0	504	98	0	0	0	0	0	0	0	0	135	0
ZNF391	70.689655	233	0	0	252	345	596	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	244	0
COL1A1	70.586207	0	0	0	0	131	145	0	0	0	95	176	0	189	0	0	0	0	95	664	105	0	0	0	0	0	0	0	0	447	0
RAB3A	70.517241	0	0	0	98	206	201	0	0	0	0	0	0	0	155	0	0	0	0	502	210	0	0	0	0	0	0	0	0	673	0
HEMK1	70.413793	121	0	0	223	266	266	0	0	0	0	136	0	172	123	0	0	0	0	289	195	0	0	0	0	0	0	0	0	251	0
LUC7L3	70.172414	0	0	0	327	471	299	0	0	0	0	113	0	93	0	0	0	0	0	532	0	0	0	0	0	0	0	0	0	200	0
PPP1R18	70.103448	0	97	0	203	359	356	113	0	0	0	132	0	0	0	0	0	0	0	549	0	0	0	0	0	0	0	0	0	224	0
WNT2B	70.068966	0	0	0	277	234	266	0	0	0	157	264	0	0	0	0	0	0	0	579	0	0	0	0	0	0	0	0	0	255	0
H4C8	70.000000	225	0	0	242	185	202	0	0	0	0	79	0	170	302	0	0	0	0	400	0	0	0	0	0	0	0	0	0	225	0
LARP1	69.965517	400	0	0	180	233	362	0	0	0	0	141	0	0	148	0	0	0	0	186	0	0	0	0	0	0	0	0	0	379	0
NAA80	69.793103	130	0	0	176	256	320	0	0	0	0	110	0	256	0	0	0	0	0	608	0	0	0	0	0	0	0	0	0	168	0
HYAL3	69.793103	130	0	0	176	256	320	0	0	0	0	110	0	256	0	0	0	0	0	608	0	0	0	0	0	0	0	0	0	168	0
CYCS	69.655172	167	0	0	275	237	384	0	0	0	0	0	0	0	0	0	0	0	0	777	0	0	0	0	0	0	0	0	0	180	0
MICU1	69.482759	151	0	0	243	327	544	129	0	0	0	112	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	293	0
MTHFD1	69.413793	0	0	0	232	233	359	0	0	0	239	85	0	0	0	0	0	0	0	284	0	0	0	0	0	0	0	0	0	581	0
HSP90AA1	69.310345	138	0	0	239	351	346	0	0	0	0	0	0	0	0	0	0	0	0	538	0	0	0	0	0	0	0	0	0	398	0
DYNC2H1	69.206897	0	0	0	231	421	378	0	0	0	0	0	0	0	0	0	0	0	166	358	0	0	0	0	0	0	0	0	0	453	0
RPS7	69.137931	115	0	0	250	390	525	98	0	0	0	210	0	0	0	0	0	0	0	417	0	0	0	0	0	0	0	0	0	0	0
C4orf36	69.137931	66	0	0	263	309	561	0	0	0	0	86	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	235	0
ZNF668	69.103448	0	183	0	369	415	277	0	0	0	174	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	138	0
SAMD1	69.103448	144	0	0	310	372	423	113	0	0	274	190	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0
PANX1	69.068966	161	0	0	222	435	461	0	0	0	0	95	0	0	119	0	0	0	0	254	0	0	0	0	0	0	0	0	0	256	0
INTS12	68.965517	0	0	0	270	448	378	0	0	0	0	125	0	0	0	0	0	0	0	659	120	0	0	0	0	0	0	0	0	0	0
GSTCD	68.965517	0	0	0	270	448	378	0	0	0	0	125	0	0	0	0	0	0	0	659	120	0	0	0	0	0	0	0	0	0	0
ZCCHC24	68.931034	288	0	0	333	271	714	0	0	0	0	121	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	0	0	112	0
SDHAF3	68.896552	131	0	0	318	234	463	0	0	0	0	112	0	0	0	0	0	0	0	514	0	0	0	0	0	0	0	0	0	226	0
IGSF9	68.655172	0	0	0	142	214	351	0	0	0	0	0	0	0	101	0	0	0	0	796	279	0	0	0	0	0	0	0	0	108	0
SYT7	68.551724	173	0	0	131	334	311	0	0	0	0	339	0	0	0	0	0	0	0	503	197	0	0	0	0	0	0	0	0	0	0
CCDC88A	68.517241	0	0	0	385	628	483	0	0	0	0	219	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	157	0
RAB22A	68.275862	0	0	0	380	367	700	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0
SLC24A1	68.206897	0	0	0	359	521	513	0	0	0	0	268	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	124	0
INTS14	68.206897	0	0	0	359	521	513	0	0	0	0	268	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0	124	0
MIB1	68.172414	81	0	0	399	436	645	0	0	0	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	0	0	0	0
SLC25A51	68.103448	173	0	0	261	227	585	0	0	0	0	147	0	0	0	0	0	0	0	304	113	0	0	0	0	0	0	0	0	165	0
LRRFIP2	68.103448	0	0	0	254	553	302	93	0	0	0	329	0	0	0	0	0	0	0	242	108	0	0	0	0	0	0	0	0	94	0
FOSL1	68.068966	103	0	0	213	323	251	0	0	0	0	0	0	208	267	0	0	0	0	298	0	0	0	0	0	0	0	0	0	311	0
BRD2	67.931034	201	0	0	243	323	229	0	0	0	0	0	0	0	0	0	0	0	117	478	153	0	0	0	0	0	0	0	0	226	0
ASMTL	67.862069	733	0	0	295	325	434	0	0	0	0	0	0	0	0	86	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0
NOLC1	67.827586	131	0	0	259	315	342	0	0	0	0	0	0	165	213	0	0	0	0	269	131	0	0	0	0	0	0	0	0	142	0
NMNAT1	67.586207	121	0	0	288	389	434	0	0	0	0	76	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	336	0
LZIC	67.586207	121	0	0	288	389	434	0	0	0	0	76	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	336	0
ZFYVE1	67.517241	0	0	0	184	352	303	0	0	0	0	0	0	272	264	0	0	0	120	0	0	0	0	0	0	0	0	0	0	463	0
KNTC1	67.448276	144	0	0	394	198	294	0	0	0	104	0	0	0	0	0	0	0	0	366	163	0	0	0	0	0	0	0	0	293	0
WBP4	67.413793	0	0	0	193	199	335	0	0	0	0	0	0	0	0	0	0	0	0	912	171	0	0	0	0	0	0	0	0	145	0
WDFY2	67.275862	185	0	0	233	288	409	103	0	0	0	162	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	163	0
MBD2	67.275862	135	0	0	288	425	348	0	0	0	0	156	0	160	150	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0
EIF4A3	67.172414	0	0	0	108	162	271	0	0	0	117	0	0	112	0	0	0	0	154	442	197	0	0	0	0	0	0	0	0	385	0
USPL1	67.137931	141	120	0	221	363	421	0	0	0	0	122	0	0	0	0	0	0	0	286	152	0	0	0	0	0	0	0	0	121	0
HMGB1	67.137931	141	120	0	221	363	421	0	0	0	0	122	0	0	0	0	0	0	0	286	152	0	0	0	0	0	0	0	0	121	0
RAET1L	67.103448	172	0	0	204	213	392	0	0	0	0	127	0	0	0	0	0	0	0	688	0	0	0	0	0	0	0	0	0	150	0
SLC33A1	66.965517	145	0	0	164	466	362	0	0	0	114	0	0	78	126	0	0	0	0	274	0	0	0	0	0	0	0	0	0	213	0
LSG1	66.896552	0	0	0	317	387	645	143	0	0	0	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0	208	0
PRKAG1	66.862069	0	0	0	195	324	420	0	0	0	78	139	0	110	166	0	0	0	0	223	0	0	0	0	0	0	0	0	0	284	0
RNF223	66.827586	0	0	0	0	138	187	0	0	0	0	0	0	0	0	0	0	0	0	355	249	0	0	0	0	0	0	0	0	1009	0
POLG2	66.827586	0	0	0	331	336	522	0	0	0	0	0	0	0	0	0	0	0	0	154	112	0	0	0	0	0	0	0	0	483	0
GMPPA	66.758621	0	0	0	350	462	568	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	438	0
WASHC2A	66.724138	165	0	0	105	291	189	0	0	0	0	0	0	226	314	0	0	0	0	272	176	0	0	0	0	0	0	0	0	197	0
EEF1A1	66.551724	1519	0	0	122	163	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCKDHB	66.517241	72	0	0	204	227	201	0	0	0	0	0	0	0	0	0	0	0	0	668	230	0	0	0	0	0	0	0	0	327	0
BORCS5	66.344828	142	0	0	231	401	425	0	0	0	0	0	0	157	0	0	0	0	0	421	0	0	0	0	0	0	0	0	0	147	0
SCRIB	66.206897	0	0	0	181	276	477	117	0	0	0	148	0	138	112	0	0	0	109	242	0	0	0	0	0	0	0	0	0	120	0
TMEM52	65.896552	299	0	0	214	326	343	0	0	0	0	78	0	0	0	0	0	0	0	258	0	0	0	0	0	0	0	0	0	393	0
STARD4	65.793103	126	0	0	132	252	246	0	0	0	0	0	0	0	122	0	0	0	0	466	207	0	0	0	0	0	0	0	0	357	0
ITSN1	65.620690	128	0	0	101	111	230	0	0	0	0	0	0	110	133	0	0	0	0	308	121	0	0	0	0	0	0	0	0	661	0
CRYZL1	65.620690	128	0	0	101	111	230	0	0	0	0	0	0	110	133	0	0	0	0	308	121	0	0	0	0	0	0	0	0	661	0
GPX1	65.586207	0	0	0	183	209	253	0	0	0	0	126	0	176	138	0	0	0	0	573	0	0	0	0	0	0	0	0	0	244	0
MET	65.551724	0	0	0	518	567	567	0	0	0	0	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0	0	0
FAM227B	65.448276	0	0	0	362	225	546	0	0	0	0	106	0	0	0	0	0	0	0	280	213	0	0	0	0	0	0	0	0	166	0
DTWD1	65.448276	0	0	0	362	225	546	0	0	0	0	106	0	0	0	0	0	0	0	280	213	0	0	0	0	0	0	0	0	166	0
TATDN3	65.310345	289	0	0	175	274	428	0	0	0	0	131	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	165	0
NSL1	65.310345	289	0	0	175	274	428	0	0	0	0	131	0	0	0	0	0	0	0	432	0	0	0	0	0	0	0	0	0	165	0
FBXO22	65.103448	0	0	0	280	262	441	0	0	0	0	236	0	0	0	0	0	0	0	415	0	0	0	0	0	0	0	0	0	254	0
FERMT1	65.000000	154	0	0	170	358	375	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734	0
MOB3A	64.965517	0	0	0	287	494	279	0	0	0	67	156	0	0	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0	0	0
IZUMO4	64.965517	0	0	0	287	494	279	0	0	0	67	156	0	0	0	0	0	0	0	601	0	0	0	0	0	0	0	0	0	0	0
SLC30A6	64.931034	0	0	0	124	224	411	0	0	0	0	0	0	153	0	0	0	0	127	348	186	0	0	0	0	0	0	0	0	310	0
SCN9A	64.724138	224	0	0	273	398	607	98	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0
ANXA8L1	64.689655	0	0	0	231	347	459	0	0	0	0	0	0	0	0	0	0	0	0	839	0	0	0	0	0	0	0	0	0	0	0
RPL5	64.586207	148	0	0	262	182	270	0	0	0	0	0	0	0	0	0	0	0	0	879	0	0	0	0	0	0	0	0	0	132	0
RET	64.551724	0	0	0	258	332	258	0	0	0	0	116	0	0	0	0	0	0	0	647	0	0	0	0	0	0	0	0	0	261	0
CLUH	64.482759	119	0	0	283	360	400	121	0	0	0	237	0	0	117	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0
LATS1	64.448276	0	0	0	472	463	586	168	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MINDY2	64.413793	0	0	0	326	233	447	0	0	0	0	114	0	0	0	0	0	0	158	274	0	0	0	0	0	0	0	0	0	316	0
FUT4	64.310345	0	0	0	256	475	249	100	0	0	0	257	0	0	114	0	0	0	0	105	118	0	0	0	0	0	0	0	0	191	0
ABLIM1	64.275862	175	0	0	155	297	350	0	0	0	0	0	0	0	0	0	0	0	0	492	0	0	0	0	0	0	0	0	0	395	0
UPK3BL2	64.172414	189	0	0	393	473	607	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC44A1	64.137931	0	0	0	377	413	507	104	0	0	0	139	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0
CAST	64.103448	177	0	0	278	318	304	0	0	0	0	99	0	0	0	0	0	0	0	288	127	0	0	0	0	0	0	0	0	268	0
H2BU1	64.068966	0	0	0	148	174	175	0	0	0	191	0	0	0	0	0	0	0	250	920	0	0	0	0	0	0	0	0	0	0	0
H2AW	64.068966	0	0	0	148	174	175	0	0	0	191	0	0	0	0	0	0	0	250	920	0	0	0	0	0	0	0	0	0	0	0
PPT1	64.034483	0	0	0	296	347	442	0	0	0	0	185	0	100	113	0	0	0	0	200	0	0	0	0	0	0	0	0	0	174	0
UACA	63.931034	118	0	0	269	185	345	0	0	0	73	137	0	0	0	0	0	0	81	148	134	0	0	0	0	0	0	0	0	364	0
RETREG2	63.931034	0	0	0	107	135	231	0	0	0	0	0	0	0	103	0	0	0	0	483	189	0	0	0	0	0	0	0	0	606	0
INO80B	63.758621	0	0	0	196	386	424	100	0	0	0	108	0	0	0	0	0	0	0	310	186	0	0	0	0	0	0	0	0	139	0
PPID	63.724138	0	0	0	219	208	354	0	0	0	0	93	0	0	0	0	0	0	0	469	135	0	0	0	0	0	0	0	0	370	0
ANXA8	63.724138	0	0	0	235	345	579	0	0	0	0	0	0	0	0	0	0	0	0	689	0	0	0	0	0	0	0	0	0	0	0
RTF2	63.689655	0	0	0	197	325	201	0	0	0	0	104	0	0	0	0	0	0	0	376	334	0	0	0	0	0	0	0	0	310	0
CCDC90B	63.379310	0	0	0	187	295	570	0	0	0	0	0	0	0	0	0	0	0	0	157	157	0	0	0	0	0	0	0	0	472	0
AMZ2	63.379310	0	0	0	312	498	131	0	0	0	0	92	0	0	0	0	0	0	0	508	150	0	0	0	0	0	0	0	0	147	0
NOTCH2NLA	63.310345	0	0	0	355	479	496	0	0	0	0	0	0	0	0	0	0	0	0	142	203	0	0	0	0	0	0	0	0	161	0
NOP16	63.310345	155	0	0	180	216	333	0	0	0	187	115	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	455	0
HIGD2A	63.310345	155	0	0	180	216	333	0	0	0	187	115	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	455	0
TRIM36	63.068966	151	0	0	153	274	306	0	0	0	0	111	0	0	0	0	0	0	0	375	0	0	0	0	0	0	0	0	0	459	0
RABEP2	62.724138	72	0	0	288	493	451	113	0	0	0	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	186	0
TES	62.689655	92	0	0	178	149	150	0	0	0	0	0	0	0	0	0	0	0	0	572	0	0	0	0	0	0	0	0	0	677	0
CLCC1	62.620690	77	0	0	288	489	533	132	0	0	0	152	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0
POC1A	62.448276	145	0	0	206	392	343	86	0	0	0	0	0	0	297	0	0	0	78	264	0	0	0	0	0	0	0	0	0	0	0
DCK	62.413793	89	0	0	348	378	503	138	0	0	0	0	0	99	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	136	0
STX7	62.379310	116	0	0	277	441	360	96	0	0	0	124	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	172	0
DYNC1I2	62.241379	0	0	0	160	157	264	0	0	0	0	0	0	88	0	0	0	0	109	304	83	0	0	0	0	0	0	0	0	640	0
CBWD5	62.103448	256	0	0	263	269	579	109	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	80	0
CBR3	62.103448	0	0	0	582	375	366	0	0	0	0	98	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	260	0
UBASH3B	62.034483	0	0	0	247	364	392	0	0	0	0	116	0	0	159	0	0	0	0	251	0	0	0	0	0	0	0	0	0	270	0
SUGT1	61.896552	157	0	0	340	246	473	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	0	0	0	0	0	0	125	0
SCN3B	61.758621	0	0	0	311	393	589	93	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	178	0
IFRD2	61.758621	0	0	0	288	329	187	0	0	0	0	168	0	239	253	0	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0
ZNF197	61.620690	0	0	0	330	443	379	0	0	0	0	118	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	127	0
DYNC2I2	61.586207	152	0	0	169	288	224	0	0	0	124	93	0	0	0	0	0	0	0	395	141	0	0	0	0	0	0	0	0	200	0
ZNF761	61.482759	302	0	0	245	307	412	138	0	0	0	104	0	0	0	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0
DDX59	61.379310	112	0	0	265	308	348	0	0	0	183	115	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	257	0
RSRP1	61.344828	161	0	0	142	198	257	0	0	0	0	80	0	0	0	0	0	0	0	570	202	0	0	0	0	0	0	0	0	169	0
CNIH1	61.310345	0	0	0	208	328	298	0	0	0	260	0	0	0	0	0	0	0	0	565	0	0	0	0	0	0	0	0	0	119	0
PPIA	61.275862	0	0	0	362	456	104	0	0	0	0	283	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	251	0
AHCY	61.206897	194	0	0	198	235	410	115	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	163	0
NFKBIL1	61.137931	144	0	0	260	352	251	109	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	232	0
ATP6V1G2	61.137931	144	0	0	260	352	251	109	0	0	0	0	0	0	0	0	0	0	0	425	0	0	0	0	0	0	0	0	0	232	0
PSMG4	61.068966	167	0	0	278	673	414	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0
THRAP3	60.862069	132	0	0	190	295	437	0	0	0	0	0	0	118	114	0	0	0	0	288	0	0	0	0	0	0	0	0	0	191	0
VPS13A	60.793103	151	0	0	343	443	442	0	0	0	0	0	0	0	0	0	0	0	0	115	144	0	0	0	0	0	0	0	0	125	0
FAM200B	60.724138	0	0	0	273	260	359	160	0	0	0	124	0	0	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	256	0
NOTCH2NLC	60.689655	0	0	0	296	367	430	0	0	0	0	174	0	0	0	0	0	0	0	181	142	0	0	0	0	0	0	0	0	170	0
JRKL	60.620690	81	0	0	240	321	399	0	0	0	0	151	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	430	0
CCDC82	60.620690	81	0	0	240	321	399	0	0	0	0	151	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	430	0
CBWD3	60.620690	256	0	0	263	226	579	109	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	80	0
EVPL	60.551724	108	0	0	277	277	545	158	0	0	0	0	0	0	0	0	0	0	0	391	0	0	0	0	0	0	0	0	0	0	0
NPC2	60.448276	88	0	0	294	328	437	120	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	195	0
ISCA2	60.448276	88	0	0	294	328	437	120	0	0	0	0	0	0	0	0	0	0	0	291	0	0	0	0	0	0	0	0	0	195	0
LRRC57	60.379310	0	0	0	0	124	274	0	0	0	0	136	0	103	121	0	0	0	148	400	0	0	0	0	0	0	0	0	0	445	0
HAUS2	60.379310	0	0	0	0	124	274	0	0	0	0	136	0	103	121	0	0	0	148	400	0	0	0	0	0	0	0	0	0	445	0
TBC1D30	60.344828	93	0	0	372	368	398	112	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	124	0
S100A4	60.344828	0	0	0	171	281	433	0	0	0	0	215	0	179	0	0	0	0	0	287	0	0	0	0	0	0	0	0	0	184	0
GNS	60.344828	93	0	0	372	368	398	112	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	0	0	124	0
NANP	60.241379	190	0	0	270	264	677	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	172	0
MYL12A	60.241379	0	0	0	0	148	240	0	0	0	105	145	0	0	0	0	0	0	0	760	184	0	0	0	0	0	0	0	0	165	0
SOD2	60.172414	0	0	0	168	255	243	0	0	0	0	205	0	0	0	0	0	0	0	467	191	0	0	0	0	0	0	0	0	216	0
RPL22	60.172414	0	0	0	286	340	499	0	0	0	0	141	0	0	128	0	0	0	0	238	0	0	0	0	0	0	0	0	0	113	0
USP31	60.103448	0	0	0	214	319	372	0	0	0	0	221	0	0	0	0	0	0	0	617	0	0	0	0	0	0	0	0	0	0	0
NFATC4	60.000000	0	0	0	162	192	257	0	0	0	0	0	0	0	0	0	0	0	0	360	201	0	0	0	0	0	0	0	0	568	0
OXNAD1	59.965517	150	0	0	132	229	186	0	0	0	113	0	0	108	0	0	0	0	0	432	200	0	0	0	0	0	0	0	0	189	0
DPH3	59.965517	150	0	0	132	229	186	0	0	0	113	0	0	108	0	0	0	0	0	432	200	0	0	0	0	0	0	0	0	189	0
DDB2	59.931034	0	0	0	203	401	711	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	0
KCTD5	59.862069	168	0	0	313	315	402	0	0	0	0	139	0	0	0	0	0	0	0	399	0	0	0	0	0	0	0	0	0	0	0
SYK	59.724138	0	0	0	243	466	325	85	0	0	0	0	0	0	0	0	0	0	0	459	154	0	0	0	0	0	0	0	0	0	0
LTBR	59.724138	0	0	0	401	346	605	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0
ZHX1-C8orf76	59.551724	197	0	0	266	188	350	79	0	0	0	90	0	0	0	0	0	0	0	168	99	0	0	0	0	0	0	0	0	290	0
ZHX1	59.551724	197	0	0	266	188	350	79	0	0	0	90	0	0	0	0	0	0	0	168	99	0	0	0	0	0	0	0	0	290	0
RBM47	59.517241	0	0	0	201	298	443	0	0	0	0	0	0	182	170	0	0	0	74	129	0	0	0	0	0	0	0	0	0	229	0
GBA	59.448276	0	0	0	311	318	415	0	0	0	0	186	0	0	0	0	0	0	0	351	0	0	0	0	0	0	0	0	0	143	0
DDX5	59.413793	0	0	0	246	310	287	93	0	0	0	0	0	0	0	0	0	0	0	296	201	0	0	0	0	0	0	0	0	290	0
WASF2	59.310345	133	0	0	199	421	338	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	271	0
P2RY2	59.310345	0	0	0	336	289	577	151	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0
TINF2	59.241379	155	0	0	152	261	280	0	0	0	0	0	0	0	0	0	0	0	0	278	190	0	0	0	0	0	0	0	0	402	0
SRPRA	59.206897	0	0	0	215	214	351	0	0	0	0	0	0	153	99	0	0	0	0	296	0	0	0	0	0	0	0	0	0	389	0
PDXDC1	59.172414	209	0	0	358	423	374	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0
BICDL1	59.103448	177	0	0	255	375	462	0	0	0	0	68	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0	172	0
SMARCAL1	59.068966	159	0	0	137	173	265	0	0	0	0	0	0	0	114	0	0	0	0	540	0	0	0	0	0	0	0	0	0	325	0
KMT5A	59.068966	124	0	0	305	313	602	199	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0
TRIP4	59.000000	137	0	0	136	376	460	0	0	0	0	183	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	168	0
CNOT8	59.000000	0	0	0	141	135	272	0	0	0	0	104	0	0	0	0	0	0	0	438	0	0	0	0	0	0	0	0	0	621	0
SLC25A16	58.827586	94	0	0	293	303	537	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	0	0	0	0	0	148	0
NOXA1	58.827586	0	124	0	231	300	209	0	0	0	0	114	0	0	0	0	0	0	0	228	356	0	0	0	0	0	0	0	0	144	0
ZNF133	58.793103	81	0	0	115	242	242	0	0	0	0	0	0	0	0	0	0	0	0	669	0	0	0	0	0	0	0	0	0	356	0
SEC11A	58.793103	145	0	0	159	245	252	0	0	0	0	138	0	0	0	0	0	0	118	151	84	0	0	0	0	0	0	0	0	413	0
