Target_genes	HMGB2|Average	SRX2765965|HUVEC	SRX1993515|IMR-90	SRX1993516|IMR-90	SRX2765967|Lung_fibroblasts	SRX2765968|Lung_fibroblasts	STRING
CRB1	71.600000	255	0	0	103	0	0
ATP5F1A	71.600000	259	0	0	99	0	0
TTC32	71.400000	263	0	0	94	0	0
TMED5	71.400000	212	0	0	145	0	0
MMAA	71.400000	243	0	0	114	0	0
GTF2H2	71.400000	97	0	0	122	138	0
CCDC18	71.400000	212	0	0	145	0	0
TRDMT1	71.200000	272	0	0	84	0	0
TFPT	71.200000	198	0	0	158	0	0
SNX14	71.200000	261	0	0	95	0	0
SLX4IP	71.200000	258	0	0	98	0	0
PRPF31	71.200000	198	0	0	158	0	0
GTPBP10	71.200000	356	0	0	0	0	0
ALG10B	71.200000	233	0	0	123	0	0
RPL6	71.000000	244	0	0	111	0	0
RAPGEF6	71.000000	355	0	0	0	0	0
PTGS2	71.000000	278	0	0	77	0	0
PSMG1	71.000000	293	0	0	62	0	0
MIA3	71.000000	248	0	0	107	0	0
SRSF2	70.800000	263	0	0	91	0	0
MFSD11	70.800000	263	0	0	91	0	0
HACD2	70.800000	224	0	0	0	130	0
DLC1	70.800000	258	0	0	96	0	0
CCDC150	70.800000	250	0	0	104	0	0
WASHC3	70.600000	238	0	0	115	0	0
ROMO1	70.600000	241	0	0	112	0	0
PCBP2	70.600000	232	0	0	121	0	0
ORC5	70.600000	218	0	0	135	0	0
NFS1	70.600000	241	0	0	112	0	0
CSTF2T	70.600000	214	0	0	139	0	0
C12orf29	70.600000	274	0	0	79	0	0
C10orf88	70.600000	218	0	0	135	0	0
THG1L	70.400000	200	0	0	152	0	0
MRPS30	70.400000	246	0	0	106	0	0
HNRNPDL	70.400000	193	0	0	159	0	0
H2AC4	70.400000	237	0	0	115	0	0
PIAS2	70.200000	191	0	0	160	0	0
SESN1	70.000000	242	0	0	108	0	0
RBBP9	70.000000	258	0	0	92	0	0
TMEM106B	69.800000	223	0	0	126	0	0
RIOK1	69.800000	273	0	0	76	0	0
FEM1C	69.800000	219	0	0	130	0	0
CAGE1	69.800000	273	0	0	76	0	0
CTNNB1	69.600000	222	0	0	0	126	0
ZSCAN25	69.400000	220	0	0	127	0	0
ZNF548	69.400000	265	0	0	0	82	0
CEP162	69.400000	230	0	0	117	0	0
CDC7	69.400000	263	0	0	84	0	0
RAD51AP1	69.200000	250	0	0	96	0	0
H4C15	69.200000	346	0	0	0	0	0
H4C14	69.200000	346	0	0	0	0	0
CCDC138	69.200000	221	0	0	125	0	0
C12orf4	69.200000	250	0	0	96	0	0
ABCD3	69.200000	272	0	0	74	0	0
SLC35A1	69.000000	260	0	0	85	0	0
CNOT2	69.000000	235	0	0	110	0	0
CHD1L	69.000000	233	0	0	112	0	0
UAP1	68.800000	233	0	0	111	0	0
NPM1	68.800000	247	0	0	97	0	0
ZBED5	68.600000	255	0	0	88	0	0
RPP40	68.600000	220	0	0	123	0	0
NDUFS2	68.600000	153	0	0	190	0	0
FKBP3	68.600000	167	0	0	176	0	0
TUT7	68.400000	245	0	0	97	0	0
TPT1	68.400000	188	0	0	154	0	0
SLC19A2	68.400000	231	0	0	111	0	0
REXO2	68.400000	241	0	0	101	0	0
NUTM2E	68.400000	141	0	0	104	97	0
KCTD2	68.400000	192	0	0	150	0	0
GPAM	68.400000	220	0	0	122	0	0
ATP5PD	68.400000	192	0	0	150	0	0
PPP1CC	68.200000	201	0	0	140	0	0
MBIP	68.200000	238	0	0	103	0	0
LRIF1	68.200000	341	0	0	0	0	0
IRAK1BP1	68.200000	341	0	0	0	0	0
FOXJ3	68.200000	133	0	0	83	125	0
ZNF654	68.000000	226	0	0	114	0	0
TTC23	68.000000	198	0	0	142	0	0
SLC25A32	68.000000	199	0	0	141	0	0
LRRC28	68.000000	198	0	0	142	0	0
IFT57	68.000000	235	0	0	105	0	0
DUSP12	68.000000	234	0	0	106	0	0
DCAF13	68.000000	199	0	0	141	0	0
CGGBP1	68.000000	226	0	0	114	0	0
CD302	68.000000	152	0	0	96	92	0
CABCOCO1	68.000000	175	0	0	165	0	0
ARL14EP	68.000000	255	0	0	85	0	0
API5	68.000000	149	0	0	101	90	0
PRKACB	67.800000	249	0	0	90	0	0
KIAA2026	67.800000	231	0	0	108	0	0
INTS7	67.800000	219	0	0	120	0	0
DTL	67.800000	219	0	0	120	0	0
DNAJC24	67.800000	217	0	0	122	0	0
DCDC1	67.800000	217	0	0	122	0	0
CREM	67.800000	212	0	0	127	0	0
CLSPN	67.800000	186	0	0	153	0	0
CHD1	67.800000	190	0	0	149	0	0
TBK1	67.600000	243	0	0	95	0	0
AP1AR	67.600000	205	0	0	133	0	0
ZNF780B	67.400000	224	0	0	113	0	0
RPS6	67.400000	251	0	0	86	0	0
CRADD	67.400000	218	0	0	119	0	0
CCDC66	67.400000	209	0	0	128	0	0
ZCCHC9	67.200000	200	0	0	136	0	0
TCTE3	67.200000	247	0	0	89	0	0
ERMARD	67.200000	247	0	0	89	0	0
EPC1	67.200000	244	0	0	0	92	0
DEPDC1	67.200000	246	0	0	90	0	0
TMEM71	67.000000	224	0	0	111	0	0
SRSF1	67.000000	226	0	0	109	0	0
SLC30A6	67.000000	251	0	0	84	0	0
PSTK	67.000000	181	0	0	154	0	0
POC5	67.000000	212	0	0	123	0	0
PHF20L1	67.000000	224	0	0	111	0	0
MYCT1	67.000000	335	0	0	0	0	0
INTS2	67.000000	245	0	0	90	0	0
ETAA1	67.000000	181	0	0	154	0	0
DRAM2	67.000000	212	0	0	123	0	0
CEPT1	67.000000	212	0	0	123	0	0
ZNF614	66.800000	233	0	0	101	0	0
PLRG1	66.800000	233	0	0	101	0	0
NAE1	66.800000	208	0	0	126	0	0
GTF2H2C_2	66.800000	119	0	0	77	138	0
CFL2	66.800000	239	0	0	95	0	0
HSPH1	66.600000	247	0	0	86	0	0
ZNF638	66.400000	227	0	0	105	0	0
UMPS	66.400000	245	0	0	87	0	0
PPIL1	66.400000	219	0	0	113	0	0
ANAPC10	66.400000	247	0	0	85	0	0
ABCE1	66.400000	247	0	0	85	0	0
ZNF461	66.200000	199	0	0	132	0	0
ANTXR2	66.200000	331	0	0	0	0	0
ALG14	66.200000	331	0	0	0	0	0
PGM1	66.000000	207	0	0	123	0	0
FRG1	66.000000	214	0	0	116	0	0
EFCAB13	66.000000	186	0	0	144	0	0
DNAJC19	66.000000	330	0	0	0	0	0
TRUB1	65.800000	329	0	0	0	0	0
EXOC5	65.800000	211	0	0	118	0	0
CRTC2	65.800000	146	0	0	183	0	0
BLOC1S6	65.800000	240	0	0	89	0	0
AP5M1	65.800000	211	0	0	118	0	0
TANGO6	65.600000	204	0	0	124	0	0
MOV10	65.600000	245	0	0	83	0	0
GTF2IRD2B	65.600000	224	0	0	104	0	0
FIP1L1	65.600000	208	0	0	120	0	0
FCF1	65.600000	230	0	0	98	0	0
FASTKD1	65.600000	236	0	0	92	0	0
COA6	65.600000	248	0	0	0	80	0
AREL1	65.600000	230	0	0	98	0	0
ALDH18A1	65.600000	209	0	0	119	0	0
TNFRSF19	65.400000	214	0	0	113	0	0
PIAS3	65.400000	327	0	0	0	0	0
MTREX	65.400000	250	0	0	77	0	0
MKRN2	65.400000	187	0	0	140	0	0
EID2B	65.400000	191	0	0	136	0	0
DYNC2LI1	65.400000	327	0	0	0	0	0
DNM1L	65.400000	327	0	0	0	0	0
DHX29	65.400000	250	0	0	77	0	0
ALG9	65.400000	233	0	0	94	0	0
PSMD3	65.200000	237	0	0	89	0	0
PEX3	65.200000	180	0	0	146	0	0
NCOA7	65.200000	326	0	0	0	0	0
FAM200B	65.200000	251	0	0	75	0	0
ELF2	65.200000	235	0	0	91	0	0
ASXL2	65.200000	237	0	0	89	0	0
ANKRD50	65.200000	167	0	0	78	81	0
ADAT2	65.200000	180	0	0	146	0	0
TRMO	65.000000	233	0	0	92	0	0
THSD7A	65.000000	325	0	0	0	0	0
SRSF4	65.000000	207	0	0	118	0	0
SAXO2	65.000000	222	0	0	103	0	0
PPA2	65.000000	224	0	0	101	0	0
NMI	65.000000	181	0	0	144	0	0
N4BP2L2	65.000000	229	0	0	96	0	0
EFL1	65.000000	222	0	0	103	0	0
CALCOCO1	65.000000	221	0	0	104	0	0
BBS12	65.000000	187	0	0	0	138	0
ATP5MC3	65.000000	185	0	0	140	0	0
ANGEL2	65.000000	214	0	0	111	0	0
SUMF2	64.800000	227	0	0	97	0	0
RMDN1	64.800000	160	0	0	75	89	0
PAM	64.800000	237	0	0	87	0	0
NDUFB6	64.800000	249	0	0	75	0	0
ESD	64.800000	245	0	0	79	0	0
TMEM254	64.600000	226	0	0	0	97	0
SPAG16	64.600000	205	0	0	118	0	0
RALGAPA1	64.600000	236	0	0	87	0	0
L3HYPDH	64.400000	237	0	0	85	0	0
JKAMP	64.400000	237	0	0	85	0	0
ZNF391	64.200000	208	0	0	113	0	0
UBE2D3	64.200000	222	0	0	0	99	0
SRBD1	64.200000	214	0	0	107	0	0
MTF1	64.200000	206	0	0	115	0	0
LSM6	64.200000	209	0	0	112	0	0
LCA5	64.200000	215	0	0	106	0	0
ENSA	64.200000	165	0	0	156	0	0
EIF4G2	64.200000	218	0	0	103	0	0
CNTRL	64.200000	199	0	0	122	0	0
CEP152	64.200000	207	0	0	114	0	0
C5	64.200000	199	0	0	122	0	0
ATF2	64.200000	161	0	0	160	0	0
ZNF227	64.000000	237	0	0	83	0	0
STXBP3	64.000000	196	0	0	124	0	0
RPF1	64.000000	234	0	0	86	0	0
FRMD3	64.000000	320	0	0	0	0	0
ERLIN1	64.000000	234	0	0	86	0	0
BOD1	64.000000	320	0	0	0	0	0
ARPC3	64.000000	212	0	0	108	0	0
KBTBD3	63.800000	231	0	0	88	0	0
HSDL2	63.800000	247	0	0	0	72	0
FAM13A	63.800000	177	0	0	142	0	0
EIF4A1	63.800000	241	0	0	78	0	0
DPY19L4	63.800000	121	0	0	94	104	0
DCP1B	63.800000	241	0	0	78	0	0
CUL5	63.800000	228	0	0	91	0	0
CDC37L1	63.800000	226	0	0	93	0	0
ATP2C1	63.800000	226	0	0	93	0	0
AASDHPPT	63.800000	231	0	0	88	0	0
STARD13	63.600000	318	0	0	0	0	0
SLC25A24	63.600000	222	0	0	96	0	0
QTRT2	63.600000	175	0	0	143	0	0
MRPS18B	63.600000	318	0	0	0	0	0
MRPL42	63.600000	221	0	0	97	0	0
MMS22L	63.600000	170	0	0	148	0	0
LRP12	63.600000	189	0	0	129	0	0
CCDC191	63.600000	175	0	0	143	0	0
C5orf51	63.600000	208	0	0	110	0	0
ZHX1-C8orf76	63.400000	134	0	0	183	0	0
ZHX1	63.400000	134	0	0	183	0	0
ZFP1	63.400000	162	0	0	155	0	0
STEAP1	63.400000	183	0	0	134	0	0
RSL24D1	63.400000	195	0	0	122	0	0
NUP133	63.400000	236	0	0	81	0	0
KDM4D	63.400000	215	0	0	102	0	0
CWC15	63.400000	215	0	0	102	0	0
ZNF613	63.200000	201	0	0	115	0	0
ZNF221	63.200000	217	0	0	0	99	0
PLSCR4	63.200000	187	0	0	129	0	0
INPP4B	63.200000	316	0	0	0	0	0
FANCL	63.200000	316	0	0	0	0	0
TTC30A	63.000000	233	0	0	82	0	0
TRAP1	63.000000	116	0	0	0	199	0
SCNM1	63.000000	225	0	0	90	0	0
NEK11	63.000000	211	0	0	104	0	0
NDUFAF6	63.000000	193	0	0	122	0	0
LYSMD1	63.000000	225	0	0	90	0	0
FGF1	63.000000	239	0	0	76	0	0
DYRK4	63.000000	208	0	0	107	0	0
ASTE1	63.000000	211	0	0	104	0	0
WASL	62.800000	224	0	0	90	0	0
RUSF1	62.800000	159	0	0	155	0	0
GOLIM4	62.800000	195	0	0	119	0	0
ADGRL4	62.800000	314	0	0	0	0	0
VAMP4	62.600000	205	0	0	108	0	0
USP15	62.600000	194	0	0	119	0	0
TLR4	62.600000	313	0	0	0	0	0
TATDN3	62.600000	171	0	0	142	0	0
SRD5A3	62.600000	221	0	0	0	92	0
RNF6	62.600000	203	0	0	110	0	0
RASA1	62.600000	192	0	0	121	0	0
NSL1	62.600000	171	0	0	142	0	0
MBNL1	62.600000	235	0	0	78	0	0
ICE2	62.600000	227	0	0	86	0	0
H4C3	62.600000	313	0	0	0	0	0
FAM227B	62.600000	313	0	0	0	0	0
DTWD1	62.600000	313	0	0	0	0	0
COPB2	62.600000	169	0	0	144	0	0
ZNF326	62.400000	197	0	0	115	0	0
WWOX	62.400000	202	0	0	110	0	0
STAT6	62.400000	139	0	0	173	0	0
SPCS3	62.400000	222	0	0	90	0	0
RANGRF	62.400000	157	0	0	155	0	0
METTL18	62.400000	200	0	0	112	0	0
KPNA4	62.400000	212	0	0	100	0	0
HMGN3	62.400000	218	0	0	94	0	0
ERGIC2	62.400000	312	0	0	0	0	0
C1orf112	62.400000	200	0	0	112	0	0
ARPC5	62.400000	195	0	0	117	0	0
ZNF687	62.200000	218	0	0	93	0	0
TMEM19	62.200000	169	0	0	142	0	0
TIAL1	62.200000	185	0	0	126	0	0
THBS4	62.200000	223	0	0	88	0	0
SMN2	62.200000	169	0	0	64	78	0
SMN1	62.200000	169	0	0	64	78	0
MTX3	62.200000	223	0	0	88	0	0
FRMD6	62.200000	227	0	0	84	0	0
CARD8	62.200000	311	0	0	0	0	0
TOE1	62.000000	150	0	0	160	0	0
THAP9	62.000000	230	0	0	80	0	0
STT3B	62.000000	168	0	0	142	0	0
SECISBP2	62.000000	238	0	0	72	0	0
SEC31A	62.000000	230	0	0	80	0	0
NUP35	62.000000	310	0	0	0	0	0
MUTYH	62.000000	150	0	0	160	0	0
LTA4H	62.000000	220	0	0	90	0	0
ZDHHC14	61.800000	197	0	0	112	0	0
RMND1	61.800000	188	0	0	0	121	0
PSMD14	61.800000	229	0	0	80	0	0
PBLD	61.800000	309	0	0	0	0	0
MCCC1	61.800000	309	0	0	0	0	0
HNRNPH3	61.800000	309	0	0	0	0	0
CYP2R1	61.800000	181	0	0	128	0	0
CRBN	61.800000	222	0	0	87	0	0
BIRC2	61.800000	203	0	0	106	0	0
BBS9	61.800000	211	0	0	98	0	0
ARMT1	61.800000	188	0	0	0	121	0
ANKRD36B	61.800000	197	0	0	112	0	0
ZFC3H1	61.600000	222	0	0	86	0	0
WDR75	61.600000	213	0	0	95	0	0
WDR48	61.600000	204	0	0	104	0	0
THAP2	61.600000	222	0	0	86	0	0
SREK1	61.600000	251	0	0	57	0	0
SCN3B	61.600000	177	0	0	131	0	0
SCN11A	61.600000	204	0	0	104	0	0
RUNX1T1	61.600000	230	0	0	78	0	0
PLPP1	61.600000	191	0	0	117	0	0
PELI1	61.600000	212	0	0	96	0	0
NOL8	61.600000	219	0	0	89	0	0
MTPN	61.600000	308	0	0	0	0	0
MAGOHB	61.600000	308	0	0	0	0	0
LUZP6	61.600000	308	0	0	0	0	0
INVS	61.600000	212	0	0	96	0	0
GSK3B	61.600000	223	0	0	85	0	0
ERP44	61.600000	212	0	0	96	0	0
CLASP2	61.600000	222	0	0	86	0	0
CENPP	61.600000	219	0	0	89	0	0
SERP1	61.400000	201	0	0	0	106	0
NEK1	61.400000	166	0	0	141	0	0
NDUFV2	61.400000	307	0	0	0	0	0
MITF	61.400000	307	0	0	0	0	0
GTPBP8	61.400000	307	0	0	0	0	0
EIF2A	61.400000	201	0	0	0	106	0
EED	61.400000	218	0	0	89	0	0
ASAH1	61.400000	206	0	0	101	0	0
ZSCAN32	61.200000	184	0	0	122	0	0
ZNF174	61.200000	184	0	0	122	0	0
SMARCE1	61.200000	207	0	0	99	0	0
LYPLAL1	61.200000	306	0	0	0	0	0
KIAA0895	61.200000	306	0	0	0	0	0
GBE1	61.200000	306	0	0	0	0	0
DZIP3	61.200000	195	0	0	111	0	0
COMMD8	61.200000	233	0	0	73	0	0
CIP2A	61.200000	195	0	0	111	0	0
C1orf174	61.200000	203	0	0	103	0	0
BMS1	61.200000	217	0	0	89	0	0
ANLN	61.200000	306	0	0	0	0	0
ZNF337	61.000000	153	0	0	152	0	0
TBPL1	61.000000	305	0	0	0	0	0
SMIM15	61.000000	163	0	0	142	0	0
PHB	61.000000	174	0	0	131	0	0
NAF1	61.000000	219	0	0	86	0	0
HNRNPR	61.000000	114	0	0	109	82	0
C18orf25	61.000000	229	0	0	76	0	0
SACM1L	60.800000	176	0	0	128	0	0
PSMC6	60.800000	188	0	0	116	0	0
IQSEC3	60.800000	304	0	0	0	0	0
GNAI3	60.800000	203	0	0	101	0	0
CC2D2B	60.800000	191	0	0	113	0	0
AGGF1	60.800000	304	0	0	0	0	0
AFG1L	60.800000	187	0	0	117	0	0
WDR41	60.600000	197	0	0	106	0	0
SNRPF	60.600000	303	0	0	0	0	0
SLC25A12	60.600000	179	0	0	124	0	0
SHOC2	60.600000	171	0	0	132	0	0
RPS10-NUDT3	60.600000	219	0	0	84	0	0
RPS10	60.600000	219	0	0	84	0	0
RDH11	60.600000	204	0	0	99	0	0
PCCA	60.600000	176	0	0	127	0	0
MPHOSPH10	60.600000	225	0	0	78	0	0
MCEE	60.600000	225	0	0	78	0	0
MACIR	60.600000	202	0	0	101	0	0
C3orf38	60.600000	210	0	0	93	0	0
BBS10	60.600000	303	0	0	0	0	0
BBIP1	60.600000	171	0	0	132	0	0
TRMT11	60.400000	302	0	0	0	0	0
PELO	60.400000	189	0	0	113	0	0
NUDCD1	60.400000	208	0	0	94	0	0
MTIF2	60.400000	186	0	0	116	0	0
MAST4	60.400000	302	0	0	0	0	0
LYSMD3	60.400000	302	0	0	0	0	0
KRIT1	60.400000	158	0	0	144	0	0
ITGA1	60.400000	189	0	0	113	0	0
IPO7	60.400000	151	0	0	151	0	0
HNRNPH1	60.400000	206	0	0	96	0	0
GABPB2	60.400000	202	0	0	100	0	0
DERA	60.400000	302	0	0	0	0	0
BCAP29	60.400000	222	0	0	0	80	0
ANKIB1	60.400000	158	0	0	144	0	0
WBP4	60.200000	161	0	0	140	0	0
TOX4	60.200000	169	0	0	132	0	0
SDCBP	60.200000	301	0	0	0	0	0
SCN9A	60.200000	163	0	0	138	0	0
RAB2B	60.200000	169	0	0	132	0	0
PIGK	60.200000	225	0	0	0	76	0
P4HA1	60.200000	132	0	0	99	70	0
GPN3	60.200000	212	0	0	89	0	0
FAM216A	60.200000	212	0	0	89	0	0
EXOC1	60.200000	205	0	0	96	0	0
ELF1	60.200000	161	0	0	140	0	0
DCAF10	60.200000	219	0	0	82	0	0
COG3	60.200000	214	0	0	87	0	0
BDP1	60.200000	190	0	0	111	0	0
ZNF432	60.000000	300	0	0	0	0	0
TTC14	60.000000	300	0	0	0	0	0
TRMT10A	60.000000	161	0	0	139	0	0
SLC3A2	60.000000	300	0	0	0	0	0
PRMT6	60.000000	182	0	0	118	0	0
MTTP	60.000000	161	0	0	139	0	0
MEF2C	60.000000	234	0	0	66	0	0
H4C2	60.000000	300	0	0	0	0	0
DNTTIP2	60.000000	300	0	0	0	0	0
DNAJC25-GNG10	60.000000	216	0	0	84	0	0
DNAJC25	60.000000	216	0	0	84	0	0
YTHDF3	59.800000	214	0	0	85	0	0
SYNGR4	59.800000	185	0	0	114	0	0
SLF2	59.800000	299	0	0	0	0	0
SFR1	59.800000	211	0	0	88	0	0
SERF1B	59.800000	183	0	0	116	0	0
SERF1A	59.800000	183	0	0	116	0	0
NLE1	59.800000	175	0	0	124	0	0
NCKAP1	59.800000	213	0	0	86	0	0
ITPR1	59.800000	167	0	0	132	0	0
H4C6	59.800000	198	0	0	101	0	0
ZNF24	59.600000	298	0	0	0	0	0
TTC13	59.600000	178	0	0	120	0	0
STEAP2	59.600000	179	0	0	119	0	0
SEM1	59.600000	200	0	0	98	0	0
PITPNB	59.600000	216	0	0	82	0	0
NDUFB4	59.600000	298	0	0	0	0	0
NASP	59.600000	298	0	0	0	0	0
LCORL	59.600000	139	0	0	159	0	0
CS	59.600000	222	0	0	76	0	0
AGPAT5	59.600000	213	0	0	85	0	0
ZNF112	59.400000	193	0	0	104	0	0
TDRD3	59.400000	213	0	0	84	0	0
SLC36A4	59.400000	297	0	0	0	0	0
RNF32	59.400000	211	0	0	86	0	0
RBM22	59.400000	219	0	0	78	0	0
RAPGEF2	59.400000	297	0	0	0	0	0
NUB1	59.400000	176	0	0	121	0	0
NMT1	59.400000	197	0	0	100	0	0
MLH1	59.400000	201	0	0	96	0	0
LAMC1	59.400000	210	0	0	87	0	0
FAM135A	59.400000	198	0	0	99	0	0
EPM2AIP1	59.400000	201	0	0	96	0	0
DHRS7	59.400000	184	0	0	113	0	0
DCAKD	59.400000	197	0	0	100	0	0
CAMSAP2	59.400000	177	0	0	120	0	0
BTF3	59.400000	169	0	0	128	0	0
BCKDHB	59.400000	214	0	0	83	0	0
ATXN3	59.400000	212	0	0	85	0	0
AMMECR1L	59.400000	169	0	0	128	0	0
RAD50	59.200000	196	0	0	100	0	0
PAIP1	59.200000	179	0	0	117	0	0
MTMR6	59.200000	190	0	0	106	0	0
KANSL1L	59.200000	296	0	0	0	0	0
FNIP1	59.200000	188	0	0	108	0	0
ERCC5	59.200000	208	0	0	88	0	0
CALU	59.200000	211	0	0	85	0	0
ZGRF1	59.000000	172	0	0	123	0	0
ZCCHC4	59.000000	198	0	0	97	0	0
TENT2	59.000000	295	0	0	0	0	0
RALBP1	59.000000	167	0	0	128	0	0
LARP7	59.000000	172	0	0	123	0	0
LAMTOR3	59.000000	193	0	0	102	0	0
ITM2B	59.000000	295	0	0	0	0	0
GSPT1	59.000000	182	0	0	0	113	0
E2F5	59.000000	183	0	0	112	0	0
BBS7	59.000000	172	0	0	123	0	0
ZNHIT6	58.800000	202	0	0	0	92	0
NUP107	58.800000	198	0	0	0	96	0
CMTR2	58.800000	221	0	0	0	73	0
CCDC77	58.800000	208	0	0	0	86	0
BCL9	58.800000	135	0	0	159	0	0
AHCYL2	58.800000	181	0	0	113	0	0
ZNF85	58.600000	174	0	0	119	0	0
ZNF2	58.600000	193	0	0	100	0	0
VAMP3	58.600000	181	0	0	112	0	0
TMEM17	58.600000	201	0	0	92	0	0
PRKAA1	58.600000	192	0	0	101	0	0
MTFR1	58.600000	201	0	0	92	0	0
FDXACB1	58.600000	179	0	0	114	0	0
C11orf1	58.600000	179	0	0	114	0	0
USP38	58.400000	144	0	0	148	0	0
STARD3NL	58.400000	174	0	0	118	0	0
DUS4L-BCAP29	58.400000	176	0	0	116	0	0
DUS4L	58.400000	176	0	0	116	0	0
COG5	58.400000	176	0	0	116	0	0
CCNH	58.400000	292	0	0	0	0	0
ATP7B	58.400000	178	0	0	114	0	0
ALG11	58.400000	178	0	0	114	0	0
ADH5	58.400000	141	0	0	151	0	0
ZNF891	58.200000	162	0	0	129	0	0
ZNF184	58.200000	196	0	0	95	0	0
ZNF10	58.200000	162	0	0	129	0	0
ZFYVE16	58.200000	192	0	0	99	0	0
XPA	58.200000	184	0	0	107	0	0
TMEM230	58.200000	185	0	0	106	0	0
PRRC2C	58.200000	191	0	0	100	0	0
POP7	58.200000	182	0	0	109	0	0
NUDCD3	58.200000	201	0	0	90	0	0
MCU	58.200000	224	0	0	67	0	0
EZH1	58.200000	180	0	0	111	0	0
DCP1A	58.200000	169	0	0	0	122	0
C4orf3	58.200000	199	0	0	92	0	0
RPS7	58.000000	201	0	0	89	0	0
MRPL53	58.000000	222	0	0	68	0	0
FAM24B	58.000000	202	0	0	0	88	0
CNRIP1	58.000000	171	0	0	119	0	0
CCDC171	58.000000	219	0	0	71	0	0
CCDC107	58.000000	148	0	0	0	142	0
CBLL1	58.000000	185	0	0	105	0	0
APC	58.000000	197	0	0	93	0	0
ZHX3	57.800000	165	0	0	124	0	0
UTP23	57.800000	204	0	0	85	0	0
TBC1D23	57.800000	289	0	0	0	0	0
SS18	57.800000	172	0	0	117	0	0
SEC61A1	57.800000	289	0	0	0	0	0
CLPB	57.800000	289	0	0	0	0	0
CFAP299	57.800000	185	0	0	104	0	0
C2orf42	57.800000	189	0	0	100	0	0
ARMC8	57.800000	289	0	0	0	0	0
UHMK1	57.600000	288	0	0	0	0	0
TTC5	57.600000	288	0	0	0	0	0
TICAM2	57.600000	114	0	0	82	92	0
THUMPD3	57.600000	188	0	0	100	0	0
TCF4	57.600000	288	0	0	0	0	0
RPL37A	57.600000	288	0	0	0	0	0
RIN1	57.600000	161	0	0	127	0	0
PRKAB2	57.600000	214	0	0	74	0	0
MYEF2	57.600000	176	0	0	112	0	0
MRPL38	57.600000	188	0	0	100	0	0
MIER1	57.600000	188	0	0	100	0	0
IPP	57.600000	216	0	0	72	0	0
DLAT	57.600000	186	0	0	102	0	0
CUL2	57.600000	182	0	0	106	0	0
CTXN2	57.600000	176	0	0	112	0	0
ALKBH3	57.600000	190	0	0	0	98	0
RPS15A	57.400000	205	0	0	0	82	0
PCNX4	57.400000	287	0	0	0	0	0
DEPDC1B	57.400000	216	0	0	71	0	0
CTBS	57.400000	208	0	0	79	0	0
CHGB	57.400000	287	0	0	0	0	0
VTA1	57.200000	187	0	0	99	0	0
STAT1	57.200000	286	0	0	0	0	0
SLIRP	57.200000	286	0	0	0	0	0
SH3GLB1	57.200000	286	0	0	0	0	0
SDCCAG8	57.200000	221	0	0	65	0	0
RHBDD1	57.200000	187	0	0	99	0	0
RGS2	57.200000	286	0	0	0	0	0
PHLDA1	57.200000	199	0	0	87	0	0
ORC2	57.200000	286	0	0	0	0	0
NMBR	57.200000	187	0	0	99	0	0
NEDD9	57.200000	286	0	0	0	0	0
INIP	57.200000	212	0	0	74	0	0
HEXIM1	57.200000	286	0	0	0	0	0
CEP170	57.200000	221	0	0	65	0	0
ARL13B	57.200000	211	0	0	75	0	0
ALKBH1	57.200000	286	0	0	0	0	0
UBE2L6	57.000000	190	0	0	95	0	0
CCT2	57.000000	185	0	0	100	0	0
AARS2	57.000000	205	0	0	80	0	0
TMEM260	56.800000	198	0	0	86	0	0
TIA1	56.800000	208	0	0	76	0	0
THADA	56.800000	182	0	0	102	0	0
RNF2	56.800000	160	0	0	124	0	0
PGBD1	56.800000	200	0	0	0	84	0
PARG	56.800000	208	0	0	76	0	0
NOX4	56.800000	168	0	0	116	0	0
GINS3	56.800000	209	0	0	0	75	0
GCLM	56.800000	191	0	0	93	0	0
DTD1	56.800000	182	0	0	102	0	0
DNAH14	56.800000	204	0	0	80	0	0
DMAC1	56.800000	284	0	0	0	0	0
COX10	56.800000	179	0	0	105	0	0
CNOT4	56.800000	188	0	0	96	0	0
CDKN2C	56.800000	199	0	0	85	0	0
USP40	56.600000	283	0	0	0	0	0
TRIP11	56.600000	283	0	0	0	0	0
TAMM41	56.600000	180	0	0	103	0	0
SYNCRIP	56.600000	175	0	0	108	0	0
SHQ1	56.600000	203	0	0	80	0	0
PTP4A1	56.600000	174	0	0	109	0	0
PTBP2	56.600000	162	0	0	121	0	0
OSTC	56.600000	283	0	0	0	0	0
LRRC57	56.600000	218	0	0	65	0	0
HAUS2	56.600000	218	0	0	65	0	0
FIS1	56.600000	148	0	0	135	0	0
ECT2	56.600000	204	0	0	79	0	0
CCDC90B	56.600000	283	0	0	0	0	0
UCHL3	56.400000	200	0	0	82	0	0
TMEM144	56.400000	282	0	0	0	0	0
SRFBP1	56.400000	282	0	0	0	0	0
SMIM13	56.400000	282	0	0	0	0	0
S100A13	56.400000	104	0	0	178	0	0
RMDN2	56.400000	282	0	0	0	0	0
COMMD6	56.400000	200	0	0	82	0	0
CHAC2	56.400000	212	0	0	70	0	0
AP3S2	56.400000	180	0	0	102	0	0
ZSCAN31	56.200000	166	0	0	115	0	0
WDR7	56.200000	281	0	0	0	0	0
WBP11	56.200000	281	0	0	0	0	0
STRAP	56.200000	164	0	0	117	0	0
RCL1	56.200000	168	0	0	0	113	0
NDUFAF2	56.200000	192	0	0	89	0	0
